text_type,output_step,current_word,current_text,new_triplets,total_triplets,triplet_scores
vehicle,78,unique,"A vehicle registration plate is a metal or plastic plate attached to a vehicle for official identification purposes. All countries require registration plates for road vehicles such as cars, trucks, and motorcycles. Whether they are required for other vehicles, such as bicycles, boats, or tractors, may vary by jurisdiction. The registration identifier is a series of letters and digits that uniquely identifies the vehicle owner within the issuing region's vehicle register. In some countries, the identifier is unique","[('Vehicle registration plate | registration plates', 'part of', '--NME-- | plate'), ('Vehicle registration plate | vehicle registration plate', 'part of', '--NME-- | plate'), ('Vehicle registration plate | registration plates', 'facet of', '--NME-- | plate')]","[('Vehicle registration plate | vehicle registration plate', 'subclass of', '--NME-- | plate'), ('Vehicle registration plate | vehicle registration plate', 'part of', '--NME-- | plate'), ('Vehicle registration plate | vehicle registration plate', 'instance of', '--NME-- | plate'), ('Vehicle registration plate | registration plates', 'subclass of', '--NME-- | plate'), ('Vehicle registration plate | registration plates', 'part of', '--NME-- | plate'), ('Vehicle registration plate | registration plates', 'facet of', '--NME-- | plate')]","[0.5, 0.10000000149011612, 0.12999999523162842, 0.23999999463558197, 0.11999999731779099, 0.14000000059604645]"
vehicle,81,entire,"A vehicle registration plate is a metal or plastic plate attached to a vehicle for official identification purposes. All countries require registration plates for road vehicles such as cars, trucks, and motorcycles. Whether they are required for other vehicles, such as bicycles, boats, or tractors, may vary by jurisdiction. The registration identifier is a series of letters and digits that uniquely identifies the vehicle owner within the issuing region's vehicle register. In some countries, the identifier is unique within the entire","[('Vehicle registration plate | vehicle registration plate', 'part of', 'Vehicle registration plate | plate')]","[('Vehicle registration plate | vehicle registration plate', 'subclass of', 'Vehicle registration plate | plate'), ('Vehicle registration plate | vehicle registration plate', 'part of', 'Vehicle registration plate | plate'), ('Vehicle registration plate | vehicle registration plate', 'instance of', 'Vehicle registration plate | plate')]","[0.49000000953674316, 0.10000000149011612, 0.14000000059604645]"
vehicle,92,or,"A vehicle registration plate is a metal or plastic plate attached to a vehicle for official identification purposes. All countries require registration plates for road vehicles such as cars, trucks, and motorcycles. Whether they are required for other vehicles, such as bicycles, boats, or tractors, may vary by jurisdiction. The registration identifier is a series of letters and digits that uniquely identifies the vehicle owner within the issuing region's vehicle register. In some countries, the identifier is unique within the entire country, while in others it is unique within a state or","[('Vehicle registration plate | vehicle registration plate', 'instance of', 'Plastic | plate')]","[('Vehicle registration plate | vehicle registration plate', 'subclass of', 'Plastic | plate'), ('Vehicle registration plate | vehicle registration plate', 'instance of', 'Plastic | plate')]","[0.47999998927116394, 0.11999999731779099]"
vehicle,94,France,"A vehicle registration plate is a metal or plastic plate attached to a vehicle for official identification purposes. All countries require registration plates for road vehicles such as cars, trucks, and motorcycles. Whether they are required for other vehicles, such as bicycles, boats, or tractors, may vary by jurisdiction. The registration identifier is a series of letters and digits that uniquely identifies the vehicle owner within the issuing region's vehicle register. In some countries, the identifier is unique within the entire country, while in others it is unique within a state or province. France","[('--NME-- | bicycles', 'country', '--NME-- | France'), ('Vehicle registration plate | vehicle registration plate', 'country', '--NME-- | France'), ('Vehicle registration plate | registration plates', 'country', '--NME-- | France'), ('Plastic | plate', 'country', '--NME-- | France'), ('Vehicle registration plate | vehicle registration plate', 'instance of', 'Vehicle registration plate | registration plates')]","[('Vehicle registration plate | vehicle registration plate', 'subclass of', 'Plastic | plate'), ('Vehicle registration plate | vehicle registration plate', 'subclass of', 'Vehicle registration plate | registration plates'), ('Vehicle registration plate | vehicle registration plate', 'instance of', 'Vehicle registration plate | registration plates'), ('Vehicle registration plate | vehicle registration plate', 'country', '--NME-- | France'), ('Plastic | plate', 'country', '--NME-- | France'), ('Vehicle registration plate | registration plates', 'subclass of', 'Plastic | plate'), ('Vehicle registration plate | registration plates', 'country', '--NME-- | France'), ('--NME-- | bicycles', 'country', '--NME-- | France')]","[0.5, 0.15000000596046448, 0.12999999523162842, 0.25, 0.11999999731779099, 0.28999999165534973, 0.17000000178813934, 0.11999999731779099]"
vehicle,95,was,"A vehicle registration plate is a metal or plastic plate attached to a vehicle for official identification purposes. All countries require registration plates for road vehicles such as cars, trucks, and motorcycles. Whether they are required for other vehicles, such as bicycles, boats, or tractors, may vary by jurisdiction. The registration identifier is a series of letters and digits that uniquely identifies the vehicle owner within the issuing region's vehicle register. In some countries, the identifier is unique within the entire country, while in others it is unique within a state or province. France was","[('--NME-- | motorcycles', 'country', '--NME-- | France'), ('--NME-- | plate', 'country', '--NME-- | France')]","[('Vehicle registration plate | vehicle registration plate', 'subclass of', '--NME-- | plate'), ('Vehicle registration plate | vehicle registration plate', 'country', '--NME-- | France'), ('--NME-- | plate', 'country', '--NME-- | France'), ('--NME-- | motorcycles', 'country', '--NME-- | France')]","[0.44999998807907104, 0.1899999976158142, 0.1599999964237213, 0.10999999940395355]"
vehicle,96,the,"A vehicle registration plate is a metal or plastic plate attached to a vehicle for official identification purposes. All countries require registration plates for road vehicles such as cars, trucks, and motorcycles. Whether they are required for other vehicles, such as bicycles, boats, or tractors, may vary by jurisdiction. The registration identifier is a series of letters and digits that uniquely identifies the vehicle owner within the issuing region's vehicle register. In some countries, the identifier is unique within the entire country, while in others it is unique within a state or province. France was the","[('Vehicle registration plate | vehicle registration plate', 'country', 'Vehicle registration plates of France | France'), ('--NME-- | bicycles', 'subclass of', '--NME-- | plate'), ('--NME-- | plate', 'country', 'Vehicle registration plates of France | France')]","[('Vehicle registration plate | vehicle registration plate', 'subclass of', '--NME-- | plate'), ('Vehicle registration plate | vehicle registration plate', 'country', 'Vehicle registration plates of France | France'), ('--NME-- | plate', 'country', 'Vehicle registration plates of France | France'), ('--NME-- | bicycles', 'subclass of', '--NME-- | plate')]","[0.47999998927116394, 0.14000000059604645, 0.11999999731779099, 0.12999999523162842]"
vehicle,99,to,"A vehicle registration plate is a metal or plastic plate attached to a vehicle for official identification purposes. All countries require registration plates for road vehicles such as cars, trucks, and motorcycles. Whether they are required for other vehicles, such as bicycles, boats, or tractors, may vary by jurisdiction. The registration identifier is a series of letters and digits that uniquely identifies the vehicle owner within the issuing region's vehicle register. In some countries, the identifier is unique within the entire country, while in others it is unique within a state or province. France was the first country to","[('Vehicle registration plate | vehicle registration plate', 'subclass of', 'Motor vehicle registration | plate'), ('--NME-- | bicycles', 'subclass of', 'Motor vehicle registration | plate')]","[('Vehicle registration plate | vehicle registration plate', 'subclass of', 'Motor vehicle registration | plate'), ('--NME-- | bicycles', 'subclass of', 'Motor vehicle registration | plate')]","[0.47999998927116394, 0.12999999523162842]"
vehicle,107,nineteenth,"A vehicle registration plate is a metal or plastic plate attached to a vehicle for official identification purposes. All countries require registration plates for road vehicles such as cars, trucks, and motorcycles. Whether they are required for other vehicles, such as bicycles, boats, or tractors, may vary by jurisdiction. The registration identifier is a series of letters and digits that uniquely identifies the vehicle owner within the issuing region's vehicle register. In some countries, the identifier is unique within the entire country, while in others it is unique within a state or province. France was the first country to introduce the registration plate, in the late nineteenth","[('Motorcycle | motorcycles', 'subclass of', '--NME-- | plate'), ('Motorcycle | motorcycles. Whether they are required for other vehicles, such as bicycles', 'subclass of', '--NME-- | plate')]","[('Vehicle registration plate | vehicle registration plate', 'subclass of', '--NME-- | plate'), ('Vehicle registration plate | vehicle registration plate', 'country', '--NME-- | France'), ('--NME-- | plate', 'country', '--NME-- | France'), ('Motorcycle | motorcycles', 'subclass of', '--NME-- | plate'), ('Motorcycle | motorcycles. Whether they are required for other vehicles, such as bicycles', 'subclass of', '--NME-- | plate'), ('--NME-- | bicycles', 'subclass of', '--NME-- | plate')]","[0.4399999976158142, 0.2199999988079071, 0.11999999731779099, 0.17000000178813934, 0.17000000178813934, 0.14000000059604645]"
vehicle,108,century.,"A vehicle registration plate is a metal or plastic plate attached to a vehicle for official identification purposes. All countries require registration plates for road vehicles such as cars, trucks, and motorcycles. Whether they are required for other vehicles, such as bicycles, boats, or tractors, may vary by jurisdiction. The registration identifier is a series of letters and digits that uniquely identifies the vehicle owner within the issuing region's vehicle register. In some countries, the identifier is unique within the entire country, while in others it is unique within a state or province. France was the first country to introduce the registration plate, in the late nineteenth century.","[('--NME-- | trucks, and motorcycles. Whether they are required for other vehicles, such as bicycles', 'used by', '--NME-- | France'), ('Truck | trucks', 'subclass of', '--NME-- | plate'), ('Truck | trucks', 'part of', '--NME-- | plate'), ('Truck | trucks', 'used by', '--NME-- | France'), ('Truck | trucks', 'part of', 'Vehicle registration plate | vehicle registration plate')]","[('Vehicle registration plate | vehicle registration plate', 'subclass of', '--NME-- | plate'), ('Vehicle registration plate | vehicle registration plate', 'country', '--NME-- | France'), ('Truck | trucks', 'part of', 'Vehicle registration plate | vehicle registration plate'), ('Truck | trucks', 'subclass of', '--NME-- | plate'), ('Truck | trucks', 'part of', '--NME-- | plate'), ('Truck | trucks', 'used by', '--NME-- | France'), ('--NME-- | trucks, and motorcycles. Whether they are required for other vehicles, such as bicycles', 'used by', '--NME-- | France'), ('Motorcycle | motorcycles', 'subclass of', '--NME-- | plate'), ('Motorcycle | motorcycles. Whether they are required for other vehicles, such as bicycles', 'subclass of', '--NME-- | plate'), ('--NME-- | bicycles', 'subclass of', '--NME-- | plate')]","[0.44999998807907104, 0.17000000178813934, 0.1599999964237213, 0.14000000059604645, 0.11999999731779099, 0.11999999731779099, 0.17000000178813934, 0.11999999731779099, 0.14000000059604645, 0.10000000149011612]"
vehicle,110,twentieth,"A vehicle registration plate is a metal or plastic plate attached to a vehicle for official identification purposes. All countries require registration plates for road vehicles such as cars, trucks, and motorcycles. Whether they are required for other vehicles, such as bicycles, boats, or tractors, may vary by jurisdiction. The registration identifier is a series of letters and digits that uniquely identifies the vehicle owner within the issuing region's vehicle register. In some countries, the identifier is unique within the entire country, while in others it is unique within a state or province. France was the first country to introduce the registration plate, in the late nineteenth century. Early twentieth","[('--NME-- | trucks, and motorcycles. Whether they are required for other vehicles, such as bicycles', 'subclass of', '--NME-- | plate')]","[('Vehicle registration plate | vehicle registration plate', 'subclass of', '--NME-- | plate'), ('Vehicle registration plate | vehicle registration plate', 'country', '--NME-- | France'), ('Truck | trucks', 'part of', 'Vehicle registration plate | vehicle registration plate'), ('Truck | trucks', 'subclass of', '--NME-- | plate'), ('Truck | trucks', 'part of', '--NME-- | plate'), ('Truck | trucks', 'used by', '--NME-- | France'), ('--NME-- | trucks, and motorcycles. Whether they are required for other vehicles, such as bicycles', 'subclass of', '--NME-- | plate'), ('--NME-- | trucks, and motorcycles. Whether they are required for other vehicles, such as bicycles', 'used by', '--NME-- | France'), ('Motorcycle | motorcycles', 'subclass of', '--NME-- | plate'), ('Motorcycle | motorcycles. Whether they are required for other vehicles, such as bicycles', 'subclass of', '--NME-- | plate'), ('--NME-- | bicycles', 'subclass of', '--NME-- | plate')]","[0.4300000071525574, 0.18000000715255737, 0.17000000178813934, 0.14000000059604645, 0.12999999523162842, 0.15000000596046448, 0.10000000149011612, 0.18000000715255737, 0.11999999731779099, 0.14000000059604645, 0.10999999940395355]"
vehicle,111,century,"A vehicle registration plate is a metal or plastic plate attached to a vehicle for official identification purposes. All countries require registration plates for road vehicles such as cars, trucks, and motorcycles. Whether they are required for other vehicles, such as bicycles, boats, or tractors, may vary by jurisdiction. The registration identifier is a series of letters and digits that uniquely identifies the vehicle owner within the issuing region's vehicle register. In some countries, the identifier is unique within the entire country, while in others it is unique within a state or province. France was the first country to introduce the registration plate, in the late nineteenth century. Early twentieth century","[('Truck | trucks', 'country', '--NME-- | France')]","[('Vehicle registration plate | vehicle registration plate', 'subclass of', '--NME-- | plate'), ('Vehicle registration plate | vehicle registration plate', 'country', '--NME-- | France'), ('--NME-- | plate', 'country', '--NME-- | France'), ('Truck | trucks', 'part of', 'Vehicle registration plate | vehicle registration plate'), ('Truck | trucks', 'subclass of', '--NME-- | plate'), ('Truck | trucks', 'country', '--NME-- | France'), ('Truck | trucks', 'used by', '--NME-- | France'), ('--NME-- | trucks, and motorcycles. Whether they are required for other vehicles, such as bicycles', 'subclass of', '--NME-- | plate'), ('--NME-- | trucks, and motorcycles. Whether they are required for other vehicles, such as bicycles', 'used by', '--NME-- | France'), ('Motorcycle | motorcycles', 'subclass of', '--NME-- | plate'), ('Motorcycle | motorcycles. Whether they are required for other vehicles, such as bicycles', 'subclass of', '--NME-- | plate'), ('--NME-- | bicycles', 'subclass of', '--NME-- | plate')]","[0.4399999976158142, 0.25999999046325684, 0.12999999523162842, 0.10999999940395355, 0.14000000059604645, 0.10000000149011612, 0.12999999523162842, 0.10000000149011612, 0.1599999964237213, 0.12999999523162842, 0.15000000596046448, 0.10999999940395355]"
vehicle,112,plates,"A vehicle registration plate is a metal or plastic plate attached to a vehicle for official identification purposes. All countries require registration plates for road vehicles such as cars, trucks, and motorcycles. Whether they are required for other vehicles, such as bicycles, boats, or tractors, may vary by jurisdiction. The registration identifier is a series of letters and digits that uniquely identifies the vehicle owner within the issuing region's vehicle register. In some countries, the identifier is unique within the entire country, while in others it is unique within a state or province. France was the first country to introduce the registration plate, in the late nineteenth century. Early twentieth century plates","[('--NME-- | tractors', 'country', '--NME-- | France'), ('--NME-- | tractors', 'instance of', '--NME-- | plate')]","[('Vehicle registration plate | vehicle registration plate', 'subclass of', '--NME-- | plate'), ('Vehicle registration plate | vehicle registration plate', 'country', '--NME-- | France'), ('Truck | trucks', 'subclass of', '--NME-- | plate'), ('Motorcycle | motorcycles. Whether they are required for other vehicles, such as bicycles', 'subclass of', '--NME-- | plate'), ('--NME-- | tractors', 'instance of', '--NME-- | plate'), ('--NME-- | tractors', 'country', '--NME-- | France')]","[0.4399999976158142, 0.18000000715255737, 0.17000000178813934, 0.10999999940395355, 0.15000000596046448, 0.20999999344348907]"
vehicle,113,varied,"A vehicle registration plate is a metal or plastic plate attached to a vehicle for official identification purposes. All countries require registration plates for road vehicles such as cars, trucks, and motorcycles. Whether they are required for other vehicles, such as bicycles, boats, or tractors, may vary by jurisdiction. The registration identifier is a series of letters and digits that uniquely identifies the vehicle owner within the issuing region's vehicle register. In some countries, the identifier is unique within the entire country, while in others it is unique within a state or province. France was the first country to introduce the registration plate, in the late nineteenth century. Early twentieth century plates varied","[('--NME-- | bicycles', 'instance of', 'Plastic | plate'), ('--NME-- | bicycles', 'subclass of', 'Plastic | plate'), ('Motorcycle | motorcycles. Whether they are required for other vehicles, such as bicycles', 'instance of', 'Plastic | plate'), ('Motorcycle | motorcycles', 'subclass of', 'Plastic | plate'), ('Motorcycle | motorcycles. Whether they are required for other vehicles, such as bicycles', 'subclass of', 'Plastic | plate'), ('Motorcycle | motorcycles', 'instance of', 'Plastic | plate')]","[('Vehicle registration plate | vehicle registration plate', 'country', '--NME-- | France'), ('Vehicle registration plate | vehicle registration plate', 'country', '--NME-- | France'), ('Vehicle registration plate | vehicle registration plate', 'instance of', 'Plastic | plate'), ('Vehicle registration plate | vehicle registration plate', 'subclass of', '--NME-- | plate'), ('Vehicle registration plate | vehicle registration plate', 'subclass of', 'Plastic | plate'), ('Truck | trucks', 'subclass of', '--NME-- | plate'), ('Motorcycle | motorcycles', 'instance of', 'Plastic | plate'), ('Motorcycle | motorcycles', 'subclass of', 'Plastic | plate'), ('Motorcycle | motorcycles. Whether they are required for other vehicles, such as bicycles', 'instance of', 'Plastic | plate'), ('Motorcycle | motorcycles. Whether they are required for other vehicles, such as bicycles', 'subclass of', '--NME-- | plate'), ('Motorcycle | motorcycles. Whether they are required for other vehicles, such as bicycles', 'subclass of', 'Plastic | plate'), ('--NME-- | bicycles', 'country', '--NME-- | France'), ('--NME-- | bicycles', 'instance of', 'Plastic | plate'), ('--NME-- | bicycles', 'subclass of', 'Plastic | plate'), ('--NME-- | tractors', 'country', '--NME-- | France'), ('--NME-- | tractors', 'instance of', '--NME-- | plate')]","[0.18000000715255737, 0.20000000298023224, 0.2800000011920929, 0.4399999976158142, 0.550000011920929, 0.17000000178813934, 0.11999999731779099, 0.14000000059604645, 0.18000000715255737, 0.10999999940395355, 0.20000000298023224, 0.12999999523162842, 0.2199999988079071, 0.11999999731779099, 0.20999999344348907, 0.15000000596046448]"
vehicle,114,in,"A vehicle registration plate is a metal or plastic plate attached to a vehicle for official identification purposes. All countries require registration plates for road vehicles such as cars, trucks, and motorcycles. Whether they are required for other vehicles, such as bicycles, boats, or tractors, may vary by jurisdiction. The registration identifier is a series of letters and digits that uniquely identifies the vehicle owner within the issuing region's vehicle register. In some countries, the identifier is unique within the entire country, while in others it is unique within a state or province. France was the first country to introduce the registration plate, in the late nineteenth century. Early twentieth century plates varied in","[('Vehicle registration plate | registration plate', 'country', 'Vehicle registration plates of France | France'), ('--NME-- | bicycles', 'country', 'Vehicle registration plates of France | France'), ('Vehicle registration plate | registration plates', 'country', 'Vehicle registration plates of France | France'), ('Vehicle registration plate | registration identifier', 'country', 'Vehicle registration plates of France | France')]","[('Vehicle registration plate | vehicle registration plate', 'country', '--NME-- | France'), ('Vehicle registration plate | vehicle registration plate', 'subclass of', '--NME-- | plate'), ('Vehicle registration plate | registration plate', 'country', 'Vehicle registration plates of France | France'), ('Vehicle registration plate | registration plates', 'country', 'Vehicle registration plates of France | France'), ('Truck | trucks', 'subclass of', '--NME-- | plate'), ('Motorcycle | motorcycles. Whether they are required for other vehicles, such as bicycles', 'subclass of', '--NME-- | plate'), ('--NME-- | bicycles', 'country', 'Vehicle registration plates of France | France'), ('--NME-- | tractors', 'country', '--NME-- | France'), ('--NME-- | tractors', 'instance of', '--NME-- | plate'), ('Vehicle registration plate | registration identifier', 'country', 'Vehicle registration plates of France | France')]","[0.18000000715255737, 0.4399999976158142, 0.25, 0.3700000047683716, 0.17000000178813934, 0.10999999940395355, 0.15000000596046448, 0.20999999344348907, 0.15000000596046448, 0.5699999928474426]"
vehicle,117,shape,"A vehicle registration plate is a metal or plastic plate attached to a vehicle for official identification purposes. All countries require registration plates for road vehicles such as cars, trucks, and motorcycles. Whether they are required for other vehicles, such as bicycles, boats, or tractors, may vary by jurisdiction. The registration identifier is a series of letters and digits that uniquely identifies the vehicle owner within the issuing region's vehicle register. In some countries, the identifier is unique within the entire country, while in others it is unique within a state or province. France was the first country to introduce the registration plate, in the late nineteenth century. Early twentieth century plates varied in size and shape","[('Truck | trucks', 'country', 'France'), ('Truck | trucks', 'subclass of', 'Motorcycle | motorcycles')]","[('Vehicle registration plate | vehicle registration plate', 'country', '--NME-- | France'), ('Vehicle registration plate | vehicle registration plate', 'subclass of', '--NME-- | plate'), ('Truck | trucks', 'country', 'France'), ('Truck | trucks', 'subclass of', '--NME-- | plate'), ('Truck | trucks', 'subclass of', 'Motorcycle | motorcycles'), ('Motorcycle | motorcycles. Whether they are required for other vehicles, such as bicycles', 'subclass of', '--NME-- | plate'), ('--NME-- | tractors', 'country', '--NME-- | France'), ('--NME-- | tractors', 'instance of', '--NME-- | plate')]","[0.18000000715255737, 0.4399999976158142, 0.17000000178813934, 0.17000000178813934, 0.18000000715255737, 0.10999999940395355, 0.20999999344348907, 0.15000000596046448]"
vehicle,124,such,"A vehicle registration plate is a metal or plastic plate attached to a vehicle for official identification purposes. All countries require registration plates for road vehicles such as cars, trucks, and motorcycles. Whether they are required for other vehicles, such as bicycles, boats, or tractors, may vary by jurisdiction. The registration identifier is a series of letters and digits that uniquely identifies the vehicle owner within the issuing region's vehicle register. In some countries, the identifier is unique within the entire country, while in others it is unique within a state or province. France was the first country to introduce the registration plate, in the late nineteenth century. Early twentieth century plates varied in size and shape from one jurisdiction to the next, such","[('Vehicle registration plate | registration identifier', 'subclass of', 'Vehicle registration plate | registration plates'), ('Vehicle registration plate | registration identifier', 'country', '--NME-- | France')]","[('Vehicle registration plate | vehicle registration plate', 'country', '--NME-- | France'), ('Vehicle registration plate | vehicle registration plate', 'subclass of', '--NME-- | plate'), ('Vehicle registration plate | registration plates', 'country', '--NME-- | France'), ('Truck | trucks', 'subclass of', '--NME-- | plate'), ('Motorcycle | motorcycles. Whether they are required for other vehicles, such as bicycles', 'subclass of', '--NME-- | plate'), ('--NME-- | tractors', 'country', '--NME-- | France'), ('--NME-- | tractors', 'instance of', '--NME-- | plate'), ('Vehicle registration plate | registration identifier', 'country', '--NME-- | France'), ('Vehicle registration plate | registration identifier', 'subclass of', 'Vehicle registration plate | registration plates')]","[0.18000000715255737, 0.4399999976158142, 0.3700000047683716, 0.17000000178813934, 0.10999999940395355, 0.20999999344348907, 0.15000000596046448, 0.550000011920929, 0.10999999940395355]"
vehicle,128,person,"A vehicle registration plate is a metal or plastic plate attached to a vehicle for official identification purposes. All countries require registration plates for road vehicles such as cars, trucks, and motorcycles. Whether they are required for other vehicles, such as bicycles, boats, or tractors, may vary by jurisdiction. The registration identifier is a series of letters and digits that uniquely identifies the vehicle owner within the issuing region's vehicle register. In some countries, the identifier is unique within the entire country, while in others it is unique within a state or province. France was the first country to introduce the registration plate, in the late nineteenth century. Early twentieth century plates varied in size and shape from one jurisdiction to the next, such that if a person","[('Vehicle registration plate | registration identifier', 'facet of', '--NME-- | France')]","[('Vehicle registration plate | vehicle registration plate', 'country', '--NME-- | France'), ('Vehicle registration plate | vehicle registration plate', 'subclass of', '--NME-- | plate'), ('Truck | trucks', 'subclass of', '--NME-- | plate'), ('Motorcycle | motorcycles. Whether they are required for other vehicles, such as bicycles', 'subclass of', '--NME-- | plate'), ('--NME-- | tractors', 'country', '--NME-- | France'), ('--NME-- | tractors', 'instance of', '--NME-- | plate'), ('Vehicle registration plate | registration identifier', 'country', '--NME-- | France'), ('Vehicle registration plate | registration identifier', 'facet of', '--NME-- | France')]","[0.18000000715255737, 0.4399999976158142, 0.17000000178813934, 0.10999999940395355, 0.20999999344348907, 0.15000000596046448, 0.550000011920929, 0.12999999523162842]"
