text_type,output_step,current_word,current_text,dropped_triplets,total_triplets,triplet_scores
flag,110,height,"A national flag is a flag which represents and symbolizes a country. The national flag is usually flown by the government of a country, but it can also be flown by its citizens. A national flag is designed with specific meanings for its colours and symbols. Historically, flags originated as military standards, which were used as signs on the battlefield. The practice of flying national flags outside of the context of warfare only became common in the early seventeenth century. A country's constitution will often describe the national flag. All national flags are rectangular, except for the flag of Nepal, which uses a unique triangular shape. The ratios of height","[('Flag of Nepal | flag of Nepal', 'subclass of', 'Symbol | flag')]","[('Flag of Nepal | flag of Nepal', 'instance of', 'Symbol | flag')]",[0.550000011920929]
flag,114,among,"A national flag is a flag which represents and symbolizes a country. The national flag is usually flown by the government of a country, but it can also be flown by its citizens. A national flag is designed with specific meanings for its colours and symbols. Historically, flags originated as military standards, which were used as signs on the battlefield. The practice of flying national flags outside of the context of warfare only became common in the early seventeenth century. A country's constitution will often describe the national flag. All national flags are rectangular, except for the flag of Nepal, which uses a unique triangular shape. The ratios of height to width vary among","[('Flag of Nepal | flag of Nepal', 'subclass of', 'Symbol | flag'), ('Flag of Nepal | flag of Nepal', 'instance of', 'Symbol | flag')]","[('Flag of Nepal | flag of Nepal', 'instance of', '--NME-- | flag'), ('Flag of Nepal | flag of Nepal', 'subclass of', '--NME-- | flag')]","[0.5299999713897705, 0.1599999964237213]"
flag,117,"flags,","A national flag is a flag which represents and symbolizes a country. The national flag is usually flown by the government of a country, but it can also be flown by its citizens. A national flag is designed with specific meanings for its colours and symbols. Historically, flags originated as military standards, which were used as signs on the battlefield. The practice of flying national flags outside of the context of warfare only became common in the early seventeenth century. A country's constitution will often describe the national flag. All national flags are rectangular, except for the flag of Nepal, which uses a unique triangular shape. The ratios of height to width vary among standard rectangular flags,","[('Flag of Nepal | national flag', 'instance of', '--NME-- | flag'), ('Flag of Nepal | national flag', 'subclass of', '--NME-- | flag'), ('Flag of Nepal | flag of Nepal', 'subclass of', 'Flag of Nepal | national flag'), ('Flag of Nepal | flag of Nepal', 'instance of', 'Flag of Nepal | national flag')]","[('Nepal | its citizens', 'flag', 'Flag of Nepal | flag of Nepal'), ('Flag of Nepal | flag of Nepal', 'instance of', '--NME-- | flag'), ('Flag of Nepal | flag of Nepal', 'subclass of', '--NME-- | flag')]","[0.11999999731779099, 0.5400000214576721, 0.17000000178813934]"
flag,119,none,"A national flag is a flag which represents and symbolizes a country. The national flag is usually flown by the government of a country, but it can also be flown by its citizens. A national flag is designed with specific meanings for its colours and symbols. Historically, flags originated as military standards, which were used as signs on the battlefield. The practice of flying national flags outside of the context of warfare only became common in the early seventeenth century. A country's constitution will often describe the national flag. All national flags are rectangular, except for the flag of Nepal, which uses a unique triangular shape. The ratios of height to width vary among standard rectangular flags, but none","[('Government of Nepal | government of a country', 'flag', 'Flag of Nepal | flag of Nepal'), ('Nepal | its citizens', 'flag', 'Flag of Nepal | flag of Nepal')]","[('Flag of Nepal | flag of Nepal', 'instance of', '--NME-- | flag'), ('Flag of Nepal | flag of Nepal', 'subclass of', '--NME-- | flag')]","[0.5400000214576721, 0.17000000178813934]"
flag,121,taller,"A national flag is a flag which represents and symbolizes a country. The national flag is usually flown by the government of a country, but it can also be flown by its citizens. A national flag is designed with specific meanings for its colours and symbols. Historically, flags originated as military standards, which were used as signs on the battlefield. The practice of flying national flags outside of the context of warfare only became common in the early seventeenth century. A country's constitution will often describe the national flag. All national flags are rectangular, except for the flag of Nepal, which uses a unique triangular shape. The ratios of height to width vary among standard rectangular flags, but none is taller","[('Nepal | its citizens', 'flag', 'Flag of Nepal | national flag'), ('Nepal | its citizens', 'flag', 'Flag of Nepal | flag of Nepal')]","[('Government of Nepal | government of a country', 'flag', 'Flag of Nepal | national flag'), ('Government of Nepal | government of a country', 'flag', 'Flag of Nepal | flag of Nepal'), ('Flag of Nepal | flag of Nepal', 'instance of', '--NME-- | flag'), ('Flag of Nepal | flag of Nepal', 'subclass of', '--NME-- | flag')]","[0.28999999165534973, 0.5299999713897705, 0.5400000214576721, 0.17000000178813934]"
flag,123,it,"A national flag is a flag which represents and symbolizes a country. The national flag is usually flown by the government of a country, but it can also be flown by its citizens. A national flag is designed with specific meanings for its colours and symbols. Historically, flags originated as military standards, which were used as signs on the battlefield. The practice of flying national flags outside of the context of warfare only became common in the early seventeenth century. A country's constitution will often describe the national flag. All national flags are rectangular, except for the flag of Nepal, which uses a unique triangular shape. The ratios of height to width vary among standard rectangular flags, but none is taller than it","[('Government of Nepal | government', 'flag', 'Flag of Nepal | flag of Nepal')]","[('Government of Nepal | government of a country', 'flag', 'Flag of Nepal | national flag'), ('Government of Nepal | government of a country', 'flag', 'Flag of Nepal | flag of Nepal'), ('Flag of Nepal | flag of Nepal', 'instance of', '--NME-- | flag'), ('Flag of Nepal | flag of Nepal', 'subclass of', '--NME-- | flag')]","[0.6700000166893005, 0.699999988079071, 0.5400000214576721, 0.17000000178813934]"
flag,125,wide.,"A national flag is a flag which represents and symbolizes a country. The national flag is usually flown by the government of a country, but it can also be flown by its citizens. A national flag is designed with specific meanings for its colours and symbols. Historically, flags originated as military standards, which were used as signs on the battlefield. The practice of flying national flags outside of the context of warfare only became common in the early seventeenth century. A country's constitution will often describe the national flag. All national flags are rectangular, except for the flag of Nepal, which uses a unique triangular shape. The ratios of height to width vary among standard rectangular flags, but none is taller than it is wide.","[('Flag of Nepal | national flag', 'country', 'Nepal | its'), ('Government of Nepal | government', 'country', 'Nepal | its'), ('Government of Nepal | government of a country', 'country', 'Nepal | its'), ('Government of Nepal | government of a country', 'significant place', 'Nepal | its'), ('Nepal | its', 'executive body', 'Government of Nepal | government of a country'), ('Nepal | its', 'flag', 'Flag of Nepal | national flag'), ('Nepal | its', 'executive body', 'Government of Nepal | government'), ('Nepal | its', 'flag', 'Flag of Nepal | flag of Nepal'), ('Flag of Nepal | national flag', 'significant place', 'Nepal | its')]","[('Government of Nepal | government', 'flag', 'Flag of Nepal | flag of Nepal'), ('Government of Nepal | government of a country', 'flag', 'Flag of Nepal | national flag'), ('Government of Nepal | government of a country', 'flag', 'Flag of Nepal | flag of Nepal'), ('Flag of Nepal | flag of Nepal', 'instance of', '--NME-- | flag'), ('Flag of Nepal | flag of Nepal', 'subclass of', '--NME-- | flag')]","[0.10999999940395355, 0.10000000149011612, 0.6200000047683716, 0.5400000214576721, 0.17000000178813934]"
flag,126,The,"A national flag is a flag which represents and symbolizes a country. The national flag is usually flown by the government of a country, but it can also be flown by its citizens. A national flag is designed with specific meanings for its colours and symbols. Historically, flags originated as military standards, which were used as signs on the battlefield. The practice of flying national flags outside of the context of warfare only became common in the early seventeenth century. A country's constitution will often describe the national flag. All national flags are rectangular, except for the flag of Nepal, which uses a unique triangular shape. The ratios of height to width vary among standard rectangular flags, but none is taller than it is wide. The","[('Government of Nepal | government of a country', 'flag', 'Flag of Nepal | national flag')]","[('Government of Nepal | government', 'country', 'Nepal | its'), ('Government of Nepal | government', 'flag', 'Flag of Nepal | flag of Nepal'), ('Government of Nepal | government of a country', 'country', 'Nepal | its'), ('Government of Nepal | government of a country', 'flag', 'Flag of Nepal | flag of Nepal'), ('Nepal | its', 'executive body', 'Government of Nepal | government'), ('Nepal | its', 'executive body', 'Government of Nepal | government of a country'), ('Nepal | its', 'flag', 'Flag of Nepal | flag of Nepal'), ('Nepal | its', 'official symbol', 'Flag of Nepal | flag of Nepal'), ('Nepal | its citizens', 'country', 'Nepal | its'), ('Nepal | its citizens', 'flag', 'Flag of Nepal | flag of Nepal'), ('Flag of Nepal | flag of Nepal', 'instance of', '--NME-- | flag'), ('Flag of Nepal | flag of Nepal', 'subclass of', '--NME-- | flag')]","[0.6000000238418579, 0.11999999731779099, 0.7900000214576721, 0.5899999737739563, 0.9100000262260437, 0.9399999976158142, 0.550000011920929, 0.12999999523162842, 0.8199999928474426, 0.17000000178813934, 0.5400000214576721, 0.17000000178813934]"
flag,127,flags,"A national flag is a flag which represents and symbolizes a country. The national flag is usually flown by the government of a country, but it can also be flown by its citizens. A national flag is designed with specific meanings for its colours and symbols. Historically, flags originated as military standards, which were used as signs on the battlefield. The practice of flying national flags outside of the context of warfare only became common in the early seventeenth century. A country's constitution will often describe the national flag. All national flags are rectangular, except for the flag of Nepal, which uses a unique triangular shape. The ratios of height to width vary among standard rectangular flags, but none is taller than it is wide. The flags","[('Government of Nepal | government of a country', 'country', 'Nepal | its'), ('Nepal | its', 'executive body', 'Government of Nepal | government of a country'), ('Nepal | its citizens', 'country', 'Nepal | its'), ('Nepal | its', 'executive body', 'Government of Nepal | government'), ('Nepal | its', 'flag', 'Flag of Nepal | flag of Nepal'), ('Government of Nepal | government', 'country', 'Nepal | its'), ('Nepal | its', 'official symbol', 'Flag of Nepal | flag of Nepal'), ('Nepal | its citizens', 'flag', 'Flag of Nepal | flag of Nepal')]","[('Government of Nepal | government', 'flag', 'Flag of Nepal | flag of Nepal'), ('Government of Nepal | government of a country', 'flag', 'Flag of Nepal | flag of Nepal'), ('Flag of Nepal | flag of Nepal', 'instance of', '--NME-- | flag'), ('Flag of Nepal | flag of Nepal', 'subclass of', '--NME-- | flag')]","[0.11999999731779099, 0.5899999737739563, 0.5400000214576721, 0.17000000178813934]"
flag,128,of,"A national flag is a flag which represents and symbolizes a country. The national flag is usually flown by the government of a country, but it can also be flown by its citizens. A national flag is designed with specific meanings for its colours and symbols. Historically, flags originated as military standards, which were used as signs on the battlefield. The practice of flying national flags outside of the context of warfare only became common in the early seventeenth century. A country's constitution will often describe the national flag. All national flags are rectangular, except for the flag of Nepal, which uses a unique triangular shape. The ratios of height to width vary among standard rectangular flags, but none is taller than it is wide. The flags of","[('Government of Nepal | government', 'flag', 'Flag of Nepal | flag of Nepal')]","[('Government of Nepal | government of a country', 'flag', 'Flag of Nepal | flag of Nepal'), ('Nepal | its citizens', 'flag', 'Flag of Nepal | flag of Nepal'), ('Flag of Nepal | flag of Nepal', 'instance of', '--NME-- | flag'), ('Flag of Nepal | flag of Nepal', 'subclass of', '--NME-- | flag')]","[0.4699999988079071, 0.12999999523162842, 0.5400000214576721, 0.17000000178813934]"
flag,131,the,"A national flag is a flag which represents and symbolizes a country. The national flag is usually flown by the government of a country, but it can also be flown by its citizens. A national flag is designed with specific meanings for its colours and symbols. Historically, flags originated as military standards, which were used as signs on the battlefield. The practice of flying national flags outside of the context of warfare only became common in the early seventeenth century. A country's constitution will often describe the national flag. All national flags are rectangular, except for the flag of Nepal, which uses a unique triangular shape. The ratios of height to width vary among standard rectangular flags, but none is taller than it is wide. The flags of Switzerland and the","[('Government of Nepal | government of a country', 'flag', 'Flag of Nepal | flag of Nepal'), ('Nepal | its citizens', 'instance of', 'Government of Nepal | government of a country'), ('Nepal | its citizens', 'instance of', 'Government of Nepal | government'), ('--NME-- | Switzerland', 'country', '--NME-- | Switzerland'), ('Nepal | its citizens', 'flag', 'Flag of Nepal | flag of Nepal')]","[('Flag of Nepal | flag of Nepal', 'instance of', '--NME-- | flag'), ('Flag of Nepal | flag of Nepal', 'subclass of', '--NME-- | flag'), ('Switzerland', 'instance of', '--NME-- | government')]","[0.5400000214576721, 0.17000000178813934, 0.10000000149011612]"
flag,132,Vatican,"A national flag is a flag which represents and symbolizes a country. The national flag is usually flown by the government of a country, but it can also be flown by its citizens. A national flag is designed with specific meanings for its colours and symbols. Historically, flags originated as military standards, which were used as signs on the battlefield. The practice of flying national flags outside of the context of warfare only became common in the early seventeenth century. A country's constitution will often describe the national flag. All national flags are rectangular, except for the flag of Nepal, which uses a unique triangular shape. The ratios of height to width vary among standard rectangular flags, but none is taller than it is wide. The flags of Switzerland and the Vatican","[('Switzerland', 'instance of', '--NME-- | government')]","[('Government of Nepal | government', 'country', 'Nepal | its'), ('Nepal | its', 'flag', 'Flag of Nepal | flag of Nepal'), ('Flag of Nepal | flag of Nepal', 'instance of', '--NME-- | flag'), ('Flag of Nepal | flag of Nepal', 'subclass of', '--NME-- | flag'), ('--NME-- | Switzerland', 'flag', 'Flag of Nepal | flag of Nepal'), ('--NME-- | Vatican', 'country', '--NME-- | Switzerland')]","[0.7699999809265137, 0.23999999463558197, 0.5400000214576721, 0.17000000178813934, 0.11999999731779099, 0.5600000023841858]"
flag,133,City,"A national flag is a flag which represents and symbolizes a country. The national flag is usually flown by the government of a country, but it can also be flown by its citizens. A national flag is designed with specific meanings for its colours and symbols. Historically, flags originated as military standards, which were used as signs on the battlefield. The practice of flying national flags outside of the context of warfare only became common in the early seventeenth century. A country's constitution will often describe the national flag. All national flags are rectangular, except for the flag of Nepal, which uses a unique triangular shape. The ratios of height to width vary among standard rectangular flags, but none is taller than it is wide. The flags of Switzerland and the Vatican City","[('--NME-- | Vatican', 'country', '--NME-- | Switzerland')]","[('Government of Nepal | government', 'country', 'Nepal | its'), ('Nepal | its', 'flag', 'Flag of Nepal | flag of Nepal'), ('Flag of Nepal | flag of Nepal', 'instance of', '--NME-- | flag'), ('Flag of Nepal | flag of Nepal', 'subclass of', '--NME-- | flag'), ('--NME-- | Switzerland', 'flag', 'Flag of Nepal | flag of Nepal')]","[0.75, 0.23000000417232513, 0.5400000214576721, 0.17000000178813934, 0.11999999731779099]"
flag,134,are,"A national flag is a flag which represents and symbolizes a country. The national flag is usually flown by the government of a country, but it can also be flown by its citizens. A national flag is designed with specific meanings for its colours and symbols. Historically, flags originated as military standards, which were used as signs on the battlefield. The practice of flying national flags outside of the context of warfare only became common in the early seventeenth century. A country's constitution will often describe the national flag. All national flags are rectangular, except for the flag of Nepal, which uses a unique triangular shape. The ratios of height to width vary among standard rectangular flags, but none is taller than it is wide. The flags of Switzerland and the Vatican City are","[('--NME-- | Switzerland', 'flag', 'Flag of Nepal | flag of Nepal'), ('Nepal | its', 'flag', 'Flag of Nepal | flag of Nepal'), ('Government of Nepal | government', 'country', 'Nepal | its')]","[('--NME-- | government', 'country', 'Nepal | its'), ('Nepal | its', 'instance of', '--NME-- | government'), ('Flag of Nepal | flag of Nepal', 'instance of', '--NME-- | flag'), ('Flag of Nepal | flag of Nepal', 'subclass of', '--NME-- | flag'), ('Flag of Switzerland | flags of Switzerland', 'country', 'Flag of Switzerland | Switzerland'), ('Flag of Switzerland | flags of Switzerland', 'significant place', 'Flag of Switzerland | Switzerland'), ('Flag of Switzerland | Switzerland', 'flag', 'Flag of Switzerland | flags of Switzerland'), ('Flag of Switzerland | Switzerland', 'instance of', '--NME-- | government'), ('Vatican City', 'instance of', '--NME-- | government')]","[0.12999999523162842, 0.12999999523162842, 0.5400000214576721, 0.17000000178813934, 0.4000000059604645, 0.18000000715255737, 0.8100000023841858, 0.47999998927116394, 0.3100000023841858]"
flag,135,the,"A national flag is a flag which represents and symbolizes a country. The national flag is usually flown by the government of a country, but it can also be flown by its citizens. A national flag is designed with specific meanings for its colours and symbols. Historically, flags originated as military standards, which were used as signs on the battlefield. The practice of flying national flags outside of the context of warfare only became common in the early seventeenth century. A country's constitution will often describe the national flag. All national flags are rectangular, except for the flag of Nepal, which uses a unique triangular shape. The ratios of height to width vary among standard rectangular flags, but none is taller than it is wide. The flags of Switzerland and the Vatican City are the","[('Nepal | its', 'instance of', '--NME-- | government'), ('Flag of Switzerland | Switzerland', 'instance of', '--NME-- | government'), ('Vatican City', 'instance of', '--NME-- | government'), ('Flag of Switzerland | Switzerland', 'flag', 'Flag of Switzerland | flags of Switzerland'), ('--NME-- | government', 'country', 'Nepal | its'), ('Flag of Switzerland | flags of Switzerland', 'significant place', 'Flag of Switzerland | Switzerland'), ('Flag of Switzerland | flags of Switzerland', 'country', 'Flag of Switzerland | Switzerland')]","[('Nepal | a country', 'flag', 'Flag of Nepal | flag of Nepal'), ('Nepal | its', 'flag', 'Flag of Nepal | flag of Nepal'), ('Flag of Nepal | flag of Nepal', 'country', 'Nepal | a country'), ('Flag of Nepal | flag of Nepal', 'instance of', '--NME-- | flag'), ('Flag of Nepal | flag of Nepal', 'subclass of', '--NME-- | flag'), ('--NME-- | Switzerland', 'flag', 'Flag of Nepal | flag of Nepal'), ('Vatican City', 'flag', 'Flag of Nepal | flag of Nepal')]","[0.4699999988079071, 0.25, 0.14000000059604645, 0.5400000214576721, 0.17000000178813934, 0.28999999165534973, 0.20000000298023224]"
flag,136,only,"A national flag is a flag which represents and symbolizes a country. The national flag is usually flown by the government of a country, but it can also be flown by its citizens. A national flag is designed with specific meanings for its colours and symbols. Historically, flags originated as military standards, which were used as signs on the battlefield. The practice of flying national flags outside of the context of warfare only became common in the early seventeenth century. A country's constitution will often describe the national flag. All national flags are rectangular, except for the flag of Nepal, which uses a unique triangular shape. The ratios of height to width vary among standard rectangular flags, but none is taller than it is wide. The flags of Switzerland and the Vatican City are the only","[('Flag of Nepal | flag of Nepal', 'country', 'Nepal | a country'), ('Vatican City', 'flag', 'Flag of Nepal | flag of Nepal'), ('--NME-- | Switzerland', 'flag', 'Flag of Nepal | flag of Nepal')]","[('Nepal | a country', 'flag', 'Flag of Nepal | flag of Nepal'), ('Nepal | a country', 'official symbol', 'Flag of Nepal | flag of Nepal'), ('Nepal | its', 'flag', 'Flag of Nepal | flag of Nepal'), ('Flag of Nepal | flag of Nepal', 'instance of', '--NME-- | flag'), ('Flag of Nepal | flag of Nepal', 'subclass of', '--NME-- | flag'), ('Swiss Federal Constitution | Switzerland', 'flag', 'Flag of Nepal | flag of Nepal')]","[0.47999998927116394, 0.11999999731779099, 0.2800000011920929, 0.5400000214576721, 0.17000000178813934, 0.2199999988079071]"
flag,137,national,"A national flag is a flag which represents and symbolizes a country. The national flag is usually flown by the government of a country, but it can also be flown by its citizens. A national flag is designed with specific meanings for its colours and symbols. Historically, flags originated as military standards, which were used as signs on the battlefield. The practice of flying national flags outside of the context of warfare only became common in the early seventeenth century. A country's constitution will often describe the national flag. All national flags are rectangular, except for the flag of Nepal, which uses a unique triangular shape. The ratios of height to width vary among standard rectangular flags, but none is taller than it is wide. The flags of Switzerland and the Vatican City are the only national","[('Nepal | a country', 'flag', 'Flag of Nepal | flag of Nepal'), ('Nepal | a country', 'official symbol', 'Flag of Nepal | flag of Nepal'), ('Swiss Federal Constitution | Switzerland', 'flag', 'Flag of Nepal | flag of Nepal')]","[('Nepal | its', 'flag', 'Flag of Nepal | flag of Nepal'), ('Nepal | its', 'flag', 'Flag of Switzerland | flags of Switzerland'), ('Flag of Nepal | flag of Nepal', 'instance of', '--NME-- | flag'), ('Flag of Nepal | flag of Nepal', 'subclass of', '--NME-- | flag'), ('Flag of Switzerland | flags of Switzerland', 'country', 'Flag of Switzerland | Switzerland'), ('Flag of Switzerland | flags of Switzerland', 'significant place', 'Flag of Switzerland | Switzerland'), ('Flag of Switzerland | Switzerland', 'flag', 'Flag of Switzerland | flags of Switzerland')]","[0.3199999928474426, 0.17000000178813934, 0.5400000214576721, 0.17000000178813934, 0.38999998569488525, 0.2199999988079071, 0.7799999713897705]"
flag,138,flags,"A national flag is a flag which represents and symbolizes a country. The national flag is usually flown by the government of a country, but it can also be flown by its citizens. A national flag is designed with specific meanings for its colours and symbols. Historically, flags originated as military standards, which were used as signs on the battlefield. The practice of flying national flags outside of the context of warfare only became common in the early seventeenth century. A country's constitution will often describe the national flag. All national flags are rectangular, except for the flag of Nepal, which uses a unique triangular shape. The ratios of height to width vary among standard rectangular flags, but none is taller than it is wide. The flags of Switzerland and the Vatican City are the only national flags","[('Nepal | its', 'flag', 'Flag of Switzerland | flags of Switzerland'), ('Flag of Switzerland | Switzerland', 'flag', 'Flag of Switzerland | flags of Switzerland'), ('Flag of Switzerland | flags of Switzerland', 'significant place', 'Flag of Switzerland | Switzerland'), ('Flag of Switzerland | flags of Switzerland', 'country', 'Flag of Switzerland | Switzerland'), ('Nepal | its', 'flag', 'Flag of Nepal | flag of Nepal')]","[('--NME-- | its', 'flag', 'Flag of Nepal | flag of Nepal'), ('Flag of Nepal | flag of Nepal', 'instance of', '--NME-- | flag'), ('Flag of Nepal | flag of Nepal', 'subclass of', '--NME-- | flag'), ('Swiss Federal Constitution | Switzerland', 'flag', 'Flag of Nepal | flag of Nepal'), ('Vatican City', 'flag', 'Flag of Nepal | flag of Nepal')]","[0.14000000059604645, 0.5400000214576721, 0.17000000178813934, 0.17000000178813934, 0.10000000149011612]"
flag,139,which,"A national flag is a flag which represents and symbolizes a country. The national flag is usually flown by the government of a country, but it can also be flown by its citizens. A national flag is designed with specific meanings for its colours and symbols. Historically, flags originated as military standards, which were used as signs on the battlefield. The practice of flying national flags outside of the context of warfare only became common in the early seventeenth century. A country's constitution will often describe the national flag. All national flags are rectangular, except for the flag of Nepal, which uses a unique triangular shape. The ratios of height to width vary among standard rectangular flags, but none is taller than it is wide. The flags of Switzerland and the Vatican City are the only national flags which","[('Swiss Federal Constitution | Switzerland', 'flag', 'Flag of Nepal | flag of Nepal')]","[('--NME-- | its', 'flag', 'Flag of Nepal | flag of Nepal'), ('Flag of Nepal | flag of Nepal', 'instance of', '--NME-- | flag'), ('Flag of Nepal | flag of Nepal', 'subclass of', '--NME-- | flag'), ('Constitution of Nepal | Switzerland', 'flag', 'Flag of Nepal | flag of Nepal'), ('Vatican City', 'flag', 'Flag of Nepal | flag of Nepal')]","[0.11999999731779099, 0.5400000214576721, 0.17000000178813934, 0.25, 0.25]"
flag,140,are,"A national flag is a flag which represents and symbolizes a country. The national flag is usually flown by the government of a country, but it can also be flown by its citizens. A national flag is designed with specific meanings for its colours and symbols. Historically, flags originated as military standards, which were used as signs on the battlefield. The practice of flying national flags outside of the context of warfare only became common in the early seventeenth century. A country's constitution will often describe the national flag. All national flags are rectangular, except for the flag of Nepal, which uses a unique triangular shape. The ratios of height to width vary among standard rectangular flags, but none is taller than it is wide. The flags of Switzerland and the Vatican City are the only national flags which are","[('Constitution of Nepal | Switzerland', 'flag', 'Flag of Nepal | flag of Nepal'), ('--NME-- | its', 'flag', 'Flag of Nepal | flag of Nepal'), ('Vatican City', 'flag', 'Flag of Nepal | flag of Nepal')]","[('Flag of Nepal | flag of Nepal', 'instance of', '--NME-- | flag'), ('Flag of Nepal | flag of Nepal', 'subclass of', '--NME-- | flag'), ('Swiss Federal Constitution | Switzerland', 'flag', 'Flag of Nepal | flag of Nepal')]","[0.5400000214576721, 0.17000000178813934, 0.3100000023841858]"
flag,142,squares.,"A national flag is a flag which represents and symbolizes a country. The national flag is usually flown by the government of a country, but it can also be flown by its citizens. A national flag is designed with specific meanings for its colours and symbols. Historically, flags originated as military standards, which were used as signs on the battlefield. The practice of flying national flags outside of the context of warfare only became common in the early seventeenth century. A country's constitution will often describe the national flag. All national flags are rectangular, except for the flag of Nepal, which uses a unique triangular shape. The ratios of height to width vary among standard rectangular flags, but none is taller than it is wide. The flags of Switzerland and the Vatican City are the only national flags which are exact squares.","[('--NME-- | its', 'flag', 'Flag of Vatican City | flags of Switzerland'), ('Flag of Vatican City | Vatican City', 'flag', 'Flag of Vatican City | flags of Switzerland'), ('Flag of Vatican City | flags of Switzerland', 'significant place', 'Swiss Federal Constitution | Switzerland'), ('Swiss Federal Constitution | Switzerland', 'flag', 'Flag of Vatican City | flags of Switzerland'), ('Flag of Vatican City | flags of Switzerland', 'country', 'Swiss Federal Constitution | Switzerland')]","[('Flag of Nepal | flag of Nepal', 'instance of', '--NME-- | flag'), ('Flag of Nepal | flag of Nepal', 'subclass of', '--NME-- | flag'), ('Swiss Federal Constitution | Switzerland', 'flag', 'Flag of Nepal | flag of Nepal')]","[0.5400000214576721, 0.17000000178813934, 0.3799999952316284]"
