text_type,output_step,current_word,triplet_impacted,current_text,total_triplets,triplet_scores
orange,26,by,no,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is made by","[('Orange juice', 'natural product of taxon', 'Orange (fruit) | orange tree'), ('Orange juice', 'natural product of taxon', 'Orange (fruit) | oranges')]","[0.9900000095367432, 0.9900000095367432]"
orange,27,pasteurizing,no,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is made by pasteurizing","[('Orange juice', 'natural product of taxon', 'Orange (fruit) | orange tree'), ('Orange juice', 'natural product of taxon', 'Orange (fruit) | oranges')]","[1.0, 1.0]"
orange,28,the,no,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is made by pasteurizing the","[('Orange juice', 'natural product of taxon', 'Orange (fruit) | orange tree'), ('Orange juice', 'natural product of taxon', 'Orange (fruit) | oranges')]","[1.0, 1.0]"
orange,29,juice,no,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is made by pasteurizing the juice","[('Orange juice', 'natural product of taxon', 'Orange (fruit) | orange tree'), ('Orange juice', 'natural product of taxon', 'Orange (fruit) | oranges')]","[1.0, 1.0]"
orange,30,and,yes,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is made by pasteurizing the juice and","[('Orange juice', 'natural product of taxon', 'Orange (fruit) | oranges')]",[1.0]
orange,31,removing,yes,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is made by pasteurizing the juice and removing","[('Orange juice', 'natural product of taxon', 'Orange (fruit) | orange tree'), ('Orange juice', 'natural product of taxon', 'Orange (fruit) | oranges')]","[1.0, 1.0]"
orange,32,the,yes,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is made by pasteurizing the juice and removing the","[('Orange juice', 'natural product of taxon', 'Orange (fruit) | orange'), ('Orange juice', 'natural product of taxon', 'Orange (fruit) | oranges')]","[1.0, 1.0]"
orange,33,oxygen,yes,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is made by pasteurizing the juice and removing the oxygen","[('Orange juice', 'natural product of taxon', 'Orange (fruit) | orange tree'), ('Orange juice', 'natural product of taxon', 'Orange (fruit) | oranges')]","[1.0, 1.0]"
orange,34,from,no,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is made by pasteurizing the juice and removing the oxygen from","[('Orange juice', 'natural product of taxon', 'Orange (fruit) | orange tree'), ('Orange juice', 'natural product of taxon', 'Orange (fruit) | oranges')]","[1.0, 1.0]"
orange,35,it.,no,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is made by pasteurizing the juice and removing the oxygen from it.","[('Orange juice', 'natural product of taxon', 'Orange (fruit) | orange tree'), ('Orange juice', 'natural product of taxon', 'Orange (fruit) | oranges')]","[1.0, 1.0]"
orange,36,This,no,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is made by pasteurizing the juice and removing the oxygen from it. This","[('Orange juice', 'natural product of taxon', 'Orange (fruit) | orange tree'), ('Orange juice', 'natural product of taxon', 'Orange (fruit) | oranges')]","[1.0, 1.0]"
orange,37,removes,no,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is made by pasteurizing the juice and removing the oxygen from it. This removes","[('Orange juice', 'natural product of taxon', 'Orange (fruit) | orange tree'), ('Orange juice', 'natural product of taxon', 'Orange (fruit) | oranges')]","[1.0, 1.0]"
orange,38,much,no,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is made by pasteurizing the juice and removing the oxygen from it. This removes much","[('Orange juice', 'natural product of taxon', 'Orange (fruit) | orange tree'), ('Orange juice', 'natural product of taxon', 'Orange (fruit) | oranges')]","[1.0, 1.0]"
orange,39,of,no,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is made by pasteurizing the juice and removing the oxygen from it. This removes much of","[('Orange juice', 'natural product of taxon', 'Orange (fruit) | orange tree'), ('Orange juice', 'natural product of taxon', 'Orange (fruit) | oranges')]","[0.9900000095367432, 1.0]"
orange,40,the,no,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is made by pasteurizing the juice and removing the oxygen from it. This removes much of the","[('Orange juice', 'natural product of taxon', 'Orange (fruit) | orange tree'), ('Orange juice', 'natural product of taxon', 'Orange (fruit) | oranges')]","[1.0, 1.0]"
orange,41,"taste,",yes,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is made by pasteurizing the juice and removing the oxygen from it. This removes much of the taste,","[('Orange juice', 'natural product of taxon', 'Orange (fruit) | orange tree'), ('Orange juice', 'natural product of taxon', 'Orange (fruit) | oranges'), ('Orange (fruit) | orange tree', 'part of', 'Orange juice'), ('Orange (fruit) | oranges', 'part of', 'Orange juice')]","[1.0, 1.0, 0.4699999988079071, 0.6600000262260437]"
orange,42,necessitating,no,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is made by pasteurizing the juice and removing the oxygen from it. This removes much of the taste, necessitating","[('Orange juice', 'natural product of taxon', 'Orange (fruit) | orange tree'), ('Orange juice', 'natural product of taxon', 'Orange (fruit) | oranges'), ('Orange (fruit) | orange tree', 'part of', 'Orange juice'), ('Orange (fruit) | oranges', 'part of', 'Orange juice')]","[1.0, 0.9900000095367432, 0.2800000011920929, 0.75]"
orange,43,the,no,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is made by pasteurizing the juice and removing the oxygen from it. This removes much of the taste, necessitating the","[('Orange juice', 'natural product of taxon', 'Orange (fruit) | orange tree'), ('Orange juice', 'natural product of taxon', 'Orange (fruit) | oranges'), ('Orange (fruit) | orange tree', 'part of', 'Orange juice'), ('Orange (fruit) | oranges', 'part of', 'Orange juice')]","[1.0, 1.0, 0.20999999344348907, 0.6299999952316284]"
orange,44,later,no,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is made by pasteurizing the juice and removing the oxygen from it. This removes much of the taste, necessitating the later","[('Orange juice', 'natural product of taxon', 'Orange (fruit) | orange tree'), ('Orange juice', 'natural product of taxon', 'Orange (fruit) | oranges'), ('Orange (fruit) | orange tree', 'part of', 'Orange juice'), ('Orange (fruit) | oranges', 'part of', 'Orange juice')]","[1.0, 1.0, 0.2199999988079071, 0.6800000071525574]"
orange,45,addition,no,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is made by pasteurizing the juice and removing the oxygen from it. This removes much of the taste, necessitating the later addition","[('Orange juice', 'natural product of taxon', 'Orange (fruit) | orange tree'), ('Orange juice', 'natural product of taxon', 'Orange (fruit) | oranges'), ('Orange (fruit) | orange tree', 'part of', 'Orange juice'), ('Orange (fruit) | oranges', 'part of', 'Orange juice')]","[1.0, 0.9900000095367432, 0.36000001430511475, 0.7300000190734863]"
orange,46,of,no,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is made by pasteurizing the juice and removing the oxygen from it. This removes much of the taste, necessitating the later addition of","[('Orange juice', 'natural product of taxon', 'Orange (fruit) | orange tree'), ('Orange juice', 'natural product of taxon', 'Orange (fruit) | oranges'), ('Orange (fruit) | orange tree', 'part of', 'Orange juice'), ('Orange (fruit) | oranges', 'part of', 'Orange juice')]","[0.9900000095367432, 0.9900000095367432, 0.23999999463558197, 0.8299999833106995]"
orange,47,a,yes,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is made by pasteurizing the juice and removing the oxygen from it. This removes much of the taste, necessitating the later addition of a","[('Orange juice', 'natural product of taxon', 'Portulaca oleracea | orange tree'), ('Orange juice', 'natural product of taxon', 'Orange (fruit) | oranges'), ('Portulaca oleracea | orange tree', 'part of', 'Orange juice'), ('Orange (fruit) | oranges', 'part of', 'Orange juice')]","[0.9900000095367432, 0.9900000095367432, 0.1899999976158142, 0.7200000286102295]"
orange,48,flavor,yes,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is made by pasteurizing the juice and removing the oxygen from it. This removes much of the taste, necessitating the later addition of a flavor","[('Orange juice', 'natural product of taxon', 'Orange (fruit) | orange tree'), ('Orange juice', 'natural product of taxon', 'Orange (fruit) | oranges'), ('Orange (fruit) | orange tree', 'part of', 'Orange juice'), ('Orange (fruit) | oranges', 'part of', 'Orange juice')]","[1.0, 1.0, 0.3499999940395355, 0.75]"
orange,49,"pack,",no,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is made by pasteurizing the juice and removing the oxygen from it. This removes much of the taste, necessitating the later addition of a flavor pack,","[('Orange juice', 'natural product of taxon', 'Orange (fruit) | orange tree'), ('Orange juice', 'natural product of taxon', 'Orange (fruit) | oranges'), ('Orange (fruit) | orange tree', 'part of', 'Orange juice'), ('Orange (fruit) | oranges', 'part of', 'Orange juice')]","[1.0, 1.0, 0.36000001430511475, 0.6399999856948853]"
orange,50,generally,no,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is made by pasteurizing the juice and removing the oxygen from it. This removes much of the taste, necessitating the later addition of a flavor pack, generally","[('Orange juice', 'natural product of taxon', 'Orange (fruit) | orange tree'), ('Orange juice', 'natural product of taxon', 'Orange (fruit) | oranges'), ('Orange (fruit) | orange tree', 'part of', 'Orange juice'), ('Orange (fruit) | oranges', 'part of', 'Orange juice')]","[1.0, 1.0, 0.41999998688697815, 0.7400000095367432]"
orange,51,made,no,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is made by pasteurizing the juice and removing the oxygen from it. This removes much of the taste, necessitating the later addition of a flavor pack, generally made","[('Orange juice', 'natural product of taxon', 'Orange (fruit) | orange tree'), ('Orange juice', 'natural product of taxon', 'Orange (fruit) | oranges'), ('Orange (fruit) | orange tree', 'part of', 'Orange juice'), ('Orange (fruit) | oranges', 'part of', 'Orange juice')]","[1.0, 1.0, 0.3100000023841858, 0.6299999952316284]"
orange,52,from,no,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is made by pasteurizing the juice and removing the oxygen from it. This removes much of the taste, necessitating the later addition of a flavor pack, generally made from","[('Orange juice', 'natural product of taxon', 'Orange (fruit) | orange tree'), ('Orange juice', 'natural product of taxon', 'Orange (fruit) | oranges'), ('Orange (fruit) | orange tree', 'part of', 'Orange juice'), ('Orange (fruit) | oranges', 'part of', 'Orange juice')]","[1.0, 1.0, 0.3100000023841858, 0.5699999928474426]"
orange,53,orange,no,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is made by pasteurizing the juice and removing the oxygen from it. This removes much of the taste, necessitating the later addition of a flavor pack, generally made from orange","[('Orange juice', 'natural product of taxon', 'Orange (fruit) | orange tree'), ('Orange juice', 'natural product of taxon', 'Orange (fruit) | oranges'), ('Orange (fruit) | orange tree', 'part of', 'Orange juice'), ('Orange (fruit) | oranges', 'part of', 'Orange juice')]","[1.0, 0.9900000095367432, 0.7099999785423279, 0.8100000023841858]"
orange,54,products.,no,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is made by pasteurizing the juice and removing the oxygen from it. This removes much of the taste, necessitating the later addition of a flavor pack, generally made from orange products.","[('Orange juice', 'natural product of taxon', 'Orange (fruit) | orange tree'), ('Orange juice', 'natural product of taxon', 'Orange (fruit) | oranges'), ('Orange (fruit) | orange tree', 'part of', 'Orange juice'), ('Orange (fruit) | oranges', 'part of', 'Orange juice')]","[0.9800000190734863, 0.9599999785423279, 0.5600000023841858, 0.5099999904632568]"
orange,55,"Additionally,",no,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is made by pasteurizing the juice and removing the oxygen from it. This removes much of the taste, necessitating the later addition of a flavor pack, generally made from orange products. Additionally,","[('Orange juice', 'natural product of taxon', 'Orange (fruit) | orange tree'), ('Orange juice', 'natural product of taxon', 'Orange (fruit) | oranges'), ('Orange (fruit) | orange tree', 'part of', 'Orange juice'), ('Orange (fruit) | oranges', 'part of', 'Orange juice')]","[1.0, 0.9900000095367432, 0.5299999713897705, 0.6000000238418579]"
orange,56,some,no,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is made by pasteurizing the juice and removing the oxygen from it. This removes much of the taste, necessitating the later addition of a flavor pack, generally made from orange products. Additionally, some","[('Orange juice', 'natural product of taxon', 'Orange (fruit) | orange tree'), ('Orange juice', 'natural product of taxon', 'Orange (fruit) | oranges'), ('Orange (fruit) | orange tree', 'part of', 'Orange juice'), ('Orange (fruit) | oranges', 'part of', 'Orange juice')]","[1.0, 0.9900000095367432, 0.550000011920929, 0.6299999952316284]"
orange,57,juice,no,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is made by pasteurizing the juice and removing the oxygen from it. This removes much of the taste, necessitating the later addition of a flavor pack, generally made from orange products. Additionally, some juice","[('Orange juice', 'natural product of taxon', 'Orange (fruit) | orange tree'), ('Orange juice', 'natural product of taxon', 'Orange (fruit) | oranges'), ('Orange (fruit) | orange tree', 'part of', 'Orange juice'), ('Orange (fruit) | oranges', 'part of', 'Orange juice')]","[0.9900000095367432, 0.9900000095367432, 0.7099999785423279, 0.7099999785423279]"
orange,58,is,no,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is made by pasteurizing the juice and removing the oxygen from it. This removes much of the taste, necessitating the later addition of a flavor pack, generally made from orange products. Additionally, some juice is","[('Orange juice', 'natural product of taxon', 'Orange (fruit) | orange tree'), ('Orange juice', 'natural product of taxon', 'Orange (fruit) | oranges'), ('Orange (fruit) | orange tree', 'part of', 'Orange juice'), ('Orange (fruit) | oranges', 'part of', 'Orange juice')]","[0.9900000095367432, 0.9800000190734863, 0.5899999737739563, 0.46000000834465027]"
orange,59,further,no,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is made by pasteurizing the juice and removing the oxygen from it. This removes much of the taste, necessitating the later addition of a flavor pack, generally made from orange products. Additionally, some juice is further","[('Orange juice', 'natural product of taxon', 'Orange (fruit) | orange tree'), ('Orange juice', 'natural product of taxon', 'Orange (fruit) | oranges'), ('Orange (fruit) | orange tree', 'part of', 'Orange juice'), ('Orange (fruit) | oranges', 'part of', 'Orange juice')]","[0.9900000095367432, 0.9800000190734863, 0.6399999856948853, 0.5400000214576721]"
orange,60,processed,no,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is made by pasteurizing the juice and removing the oxygen from it. This removes much of the taste, necessitating the later addition of a flavor pack, generally made from orange products. Additionally, some juice is further processed","[('Orange juice', 'natural product of taxon', 'Orange (fruit) | orange tree'), ('Orange juice', 'natural product of taxon', 'Orange (fruit) | oranges'), ('Orange (fruit) | orange tree', 'part of', 'Orange juice'), ('Orange (fruit) | oranges', 'part of', 'Orange juice')]","[1.0, 0.9900000095367432, 0.49000000953674316, 0.3700000047683716]"
orange,61,by,no,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is made by pasteurizing the juice and removing the oxygen from it. This removes much of the taste, necessitating the later addition of a flavor pack, generally made from orange products. Additionally, some juice is further processed by","[('Orange juice', 'natural product of taxon', 'Orange (fruit) | orange tree'), ('Orange juice', 'natural product of taxon', 'Orange (fruit) | oranges'), ('Orange (fruit) | orange tree', 'part of', 'Orange juice'), ('Orange (fruit) | oranges', 'part of', 'Orange juice')]","[1.0, 1.0, 0.3400000035762787, 0.18000000715255737]"
orange,62,drying,no,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is made by pasteurizing the juice and removing the oxygen from it. This removes much of the taste, necessitating the later addition of a flavor pack, generally made from orange products. Additionally, some juice is further processed by drying","[('Orange juice', 'natural product of taxon', 'Orange (fruit) | orange tree'), ('Orange juice', 'natural product of taxon', 'Orange (fruit) | oranges'), ('Orange (fruit) | orange tree', 'part of', 'Orange juice'), ('Orange (fruit) | oranges', 'part of', 'Orange juice')]","[1.0, 0.9900000095367432, 0.3799999952316284, 0.2800000011920929]"
orange,63,and,no,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is made by pasteurizing the juice and removing the oxygen from it. This removes much of the taste, necessitating the later addition of a flavor pack, generally made from orange products. Additionally, some juice is further processed by drying and","[('Orange juice', 'natural product of taxon', 'Orange (fruit) | orange tree'), ('Orange juice', 'natural product of taxon', 'Orange (fruit) | oranges'), ('Orange (fruit) | orange tree', 'part of', 'Orange juice'), ('Orange (fruit) | oranges', 'part of', 'Orange juice')]","[1.0, 0.9900000095367432, 0.3100000023841858, 0.2199999988079071]"
orange,64,later,no,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is made by pasteurizing the juice and removing the oxygen from it. This removes much of the taste, necessitating the later addition of a flavor pack, generally made from orange products. Additionally, some juice is further processed by drying and later","[('Orange juice', 'natural product of taxon', 'Orange (fruit) | orange tree'), ('Orange juice', 'natural product of taxon', 'Orange (fruit) | oranges'), ('Orange (fruit) | orange tree', 'part of', 'Orange juice'), ('Orange (fruit) | oranges', 'part of', 'Orange juice')]","[0.9900000095367432, 0.9900000095367432, 0.3700000047683716, 0.2800000011920929]"
orange,65,rehydrating,yes,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is made by pasteurizing the juice and removing the oxygen from it. This removes much of the taste, necessitating the later addition of a flavor pack, generally made from orange products. Additionally, some juice is further processed by drying and later rehydrating","[('Orange juice', 'natural product of taxon', 'Orange (fruit) | orange'), ('Orange juice', 'natural product of taxon', 'Orange (fruit) | oranges'), ('Orange (fruit) | orange', 'part of', 'Orange juice'), ('Orange (fruit) | oranges', 'part of', 'Orange juice')]","[0.9900000095367432, 0.9700000286102295, 0.6399999856948853, 0.1899999976158142]"
orange,66,the,yes,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is made by pasteurizing the juice and removing the oxygen from it. This removes much of the taste, necessitating the later addition of a flavor pack, generally made from orange products. Additionally, some juice is further processed by drying and later rehydrating the","[('Orange juice', 'natural product of taxon', 'Orange (fruit) | orange tree'), ('Orange juice', 'natural product of taxon', 'Orange (fruit) | oranges'), ('Orange (fruit) | orange tree', 'part of', 'Orange juice')]","[0.9900000095367432, 0.9900000095367432, 0.1899999976158142]"
orange,67,"juice,",no,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is made by pasteurizing the juice and removing the oxygen from it. This removes much of the taste, necessitating the later addition of a flavor pack, generally made from orange products. Additionally, some juice is further processed by drying and later rehydrating the juice,","[('Orange juice', 'natural product of taxon', 'Orange (fruit) | orange tree'), ('Orange juice', 'natural product of taxon', 'Orange (fruit) | oranges'), ('Orange (fruit) | orange tree', 'part of', 'Orange juice')]","[0.9900000095367432, 0.9800000190734863, 0.25]"
orange,68,or,yes,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is made by pasteurizing the juice and removing the oxygen from it. This removes much of the taste, necessitating the later addition of a flavor pack, generally made from orange products. Additionally, some juice is further processed by drying and later rehydrating the juice, or","[('Orange juice', 'natural product of taxon', 'Orange (fruit) | orange'), ('Orange juice', 'natural product of taxon', 'Orange (fruit) | oranges'), ('Orange (fruit) | orange', 'part of', 'Orange juice')]","[0.9800000190734863, 0.949999988079071, 0.4699999988079071]"
orange,69,by,yes,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is made by pasteurizing the juice and removing the oxygen from it. This removes much of the taste, necessitating the later addition of a flavor pack, generally made from orange products. Additionally, some juice is further processed by drying and later rehydrating the juice, or by","[('Orange juice', 'natural product of taxon', 'Orange (fruit) | orange'), ('Orange juice', 'natural product of taxon', 'Orange (fruit) | oranges'), ('Orange (fruit) | orange', 'part of', 'Orange juice'), ('Orange (fruit) | oranges', 'part of', 'Orange juice')]","[0.9700000286102295, 0.9200000166893005, 0.47999998927116394, 0.20000000298023224]"
orange,70,concentrating,yes,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is made by pasteurizing the juice and removing the oxygen from it. This removes much of the taste, necessitating the later addition of a flavor pack, generally made from orange products. Additionally, some juice is further processed by drying and later rehydrating the juice, or by concentrating","[('Orange juice', 'natural product of taxon', 'Orange (fruit) | orange tree'), ('Orange juice', 'natural product of taxon', 'Orange (fruit) | oranges'), ('Orange (fruit) | orange tree', 'part of', 'Orange juice')]","[0.9900000095367432, 0.9800000190734863, 0.1599999964237213]"
orange,71,the,no,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is made by pasteurizing the juice and removing the oxygen from it. This removes much of the taste, necessitating the later addition of a flavor pack, generally made from orange products. Additionally, some juice is further processed by drying and later rehydrating the juice, or by concentrating the","[('Orange juice', 'natural product of taxon', 'Orange (fruit) | orange tree'), ('Orange juice', 'natural product of taxon', 'Orange (fruit) | oranges'), ('Orange (fruit) | orange tree', 'part of', 'Orange juice')]","[0.9900000095367432, 0.9800000190734863, 0.25999999046325684]"
orange,72,juice,yes,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is made by pasteurizing the juice and removing the oxygen from it. This removes much of the taste, necessitating the later addition of a flavor pack, generally made from orange products. Additionally, some juice is further processed by drying and later rehydrating the juice, or by concentrating the juice","[('Orange juice', 'natural product of taxon', 'Orange (fruit) | oranges'), ('Orange (fruit) | oranges', 'part of', 'Orange juice')]","[0.9900000095367432, 0.6100000143051147]"
orange,73,and,yes,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is made by pasteurizing the juice and removing the oxygen from it. This removes much of the taste, necessitating the later addition of a flavor pack, generally made from orange products. Additionally, some juice is further processed by drying and later rehydrating the juice, or by concentrating the juice and","[('Orange juice', 'natural product of taxon', 'Orange (fruit) | orange tree'), ('Orange juice', 'natural product of taxon', 'Orange (fruit) | oranges'), ('Orange (fruit) | orange tree', 'part of', 'Orange juice'), ('Orange (fruit) | oranges', 'part of', 'Orange juice')]","[1.0, 0.9800000190734863, 0.25999999046325684, 0.12999999523162842]"
