text_type,output_step,current_word,current_text,new_triplets,total_triplets,triplet_scores
orange,21,long,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long","[('Orange juice', 'has use', 'Extract | extract')]","[('Orange juice', 'has use', 'Liquid | liquid'), ('Orange juice', 'subclass of', 'Extract | extract'), ('Orange juice', 'has use', 'Extract | extract'), ('Orange juice', 'instance of', 'Extract | extract'), ('Orange juice', 'found in taxon', 'Fruit tree | orange tree'), ('Orange juice', 'has use', '--NME-- | squeezing oranges')]","[0.6399999856948853, 0.15000000596046448, 0.41999998688697815, 0.44999998807907104, 0.11999999731779099, 0.20999999344348907]"
orange,22,shelf,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf","[('Orange (fruit) | orange', 'natural product of taxon', 'Fruit | orange tree'), ('Orange juice', 'found in taxon', 'Fruit | orange tree'), ('Orange juice', 'natural product of taxon', 'Fruit | orange tree')]","[('Orange juice', 'has use', 'Liquid | liquid'), ('Orange juice', 'natural product of taxon', 'Fruit | orange tree'), ('Orange juice', 'found in taxon', 'Fruit | orange tree'), ('Orange (fruit) | orange', 'natural product of taxon', 'Fruit | orange tree')]","[0.6100000143051147, 0.10000000149011612, 0.41999998688697815, 0.11999999731779099]"
orange,23,life,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life","[('Orange juice', 'has use', 'Fruit preserves | squeezing oranges'), ('Orange juice | orange juice', 'has use', 'Fruit preserves | liquid extract'), ('Fruit preserves | squeezing oranges', 'natural product of taxon', '--NME-- | orange tree')]","[('Orange juice', 'instance of', 'Fruit preserves | liquid extract'), ('Orange juice', 'has use', 'Fruit preserves | liquid extract'), ('Orange juice', 'natural product of taxon', '--NME-- | orange tree'), ('Orange juice', 'found in taxon', '--NME-- | orange tree'), ('Orange juice', 'has use', 'Fruit preserves | squeezing oranges'), ('Fruit preserves | squeezing oranges', 'natural product of taxon', '--NME-- | orange tree'), ('Orange juice | orange juice', 'has use', 'Fruit preserves | liquid extract')]","[0.10999999940395355, 0.6800000071525574, 0.18000000715255737, 0.3400000035762787, 0.20000000298023224, 0.10000000149011612, 0.11999999731779099]"
orange,24,is,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is","[('--NME-- | squeezing oranges', 'natural product of taxon', '--NME-- | orange tree')]","[('Orange juice', 'instance of', 'Fruit preserves | liquid extract'), ('Orange juice', 'has use', 'Fruit preserves | liquid extract'), ('Orange juice', 'natural product of taxon', '--NME-- | orange tree'), ('Orange juice', 'found in taxon', '--NME-- | orange tree'), ('Orange juice', 'has use', '--NME-- | squeezing oranges'), ('--NME-- | squeezing oranges', 'natural product of taxon', '--NME-- | orange tree')]","[0.10999999940395355, 0.6700000166893005, 0.15000000596046448, 0.2800000011920929, 0.17000000178813934, 0.14000000059604645]"
orange,30,and,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is made by pasteurizing the juice and","[('Orange juice', 'natural product of taxon', 'Orange (fruit) | orange tree')]","[('Orange juice', 'has use', 'Fruit preserves | liquid extract'), ('Orange juice', 'natural product of taxon', 'Orange (fruit) | orange tree'), ('Orange juice', 'found in taxon', 'Orange (fruit) | orange tree')]","[0.23999999463558197, 0.12999999523162842, 0.20000000298023224]"
orange,32,the,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is made by pasteurizing the juice and removing the","[('Orange juice', 'subclass of', 'Fruit preserves | liquid extract')]","[('Orange juice', 'has use', 'Liquid | liquid'), ('Orange juice', 'subclass of', 'Fruit preserves | liquid extract'), ('Orange juice', 'instance of', 'Fruit preserves | liquid extract'), ('Orange juice', 'has use', 'Fruit preserves | liquid extract'), ('Orange juice', 'found in taxon', 'Orange (fruit) | orange tree')]","[0.3700000047683716, 0.11999999731779099, 0.11999999731779099, 0.28999999165534973, 0.23999999463558197]"
orange,37,removes,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is made by pasteurizing the juice and removing the oxygen from it. This removes","[('Orange juice', 'subclass of', 'Extract | liquid extract')]","[('Orange juice', 'subclass of', 'Extract | liquid extract'), ('Orange juice', 'instance of', 'Extract | liquid extract'), ('Orange juice', 'found in taxon', 'Fruit tree | orange tree')]","[0.2800000011920929, 0.5699999928474426, 0.2800000011920929]"
orange,41,"taste,","Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is made by pasteurizing the juice and removing the oxygen from it. This removes much of the taste,","[('Orange juice', 'natural product of taxon', 'Portulaca oleracea | orange tree'), ('Orange juice', 'found in taxon', 'Portulaca oleracea | orange tree')]","[('Orange juice', 'natural product of taxon', 'Portulaca oleracea | orange tree'), ('Orange juice', 'found in taxon', 'Portulaca oleracea | orange tree')]","[0.12999999523162842, 0.5600000023841858]"
orange,55,"Additionally,","Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is made by pasteurizing the juice and removing the oxygen from it. This removes much of the taste, necessitating the later addition of a flavor pack, generally made from orange products. Additionally,","[('--NME-- | flavor pack', 'found in taxon', 'Orange oil | orange')]","[('Orange juice', 'found in taxon', 'Orange (fruit) | orange tree'), ('--NME-- | flavor pack', 'found in taxon', 'Orange oil | orange')]","[0.17000000178813934, 0.10999999940395355]"
orange,61,by,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is made by pasteurizing the juice and removing the oxygen from it. This removes much of the taste, necessitating the later addition of a flavor pack, generally made from orange products. Additionally, some juice is further processed by","[('--NME-- | squeezing oranges', 'natural product of taxon', 'Orange (fruit) | orange tree')]","[('Orange juice', 'natural product of taxon', 'Orange (fruit) | orange tree'), ('Orange juice', 'found in taxon', 'Orange (fruit) | orange tree'), ('--NME-- | squeezing oranges', 'natural product of taxon', 'Orange (fruit) | orange tree')]","[0.1599999964237213, 0.1599999964237213, 0.10000000149011612]"
orange,66,the,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is made by pasteurizing the juice and removing the oxygen from it. This removes much of the taste, necessitating the later addition of a flavor pack, generally made from orange products. Additionally, some juice is further processed by drying and later rehydrating the","[('Orange juice | squeezing oranges', 'natural product of taxon', 'Orange (fruit) | orange tree')]","[('Orange juice', 'natural product of taxon', 'Orange (fruit) | orange tree'), ('Orange juice', 'found in taxon', 'Orange (fruit) | orange tree'), ('Orange juice | squeezing oranges', 'natural product of taxon', 'Orange (fruit) | orange tree')]","[0.20999999344348907, 0.2199999988079071, 0.12999999523162842]"
orange,71,the,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is made by pasteurizing the juice and removing the oxygen from it. This removes much of the taste, necessitating the later addition of a flavor pack, generally made from orange products. Additionally, some juice is further processed by drying and later rehydrating the juice, or by concentrating the","[('Orange juice', 'instance of', 'Extract | squeezing oranges. Commercial orange juice with a long shelf life')]","[('Orange juice', 'natural product of taxon', 'Orange (fruit) | orange tree'), ('Orange juice', 'found in taxon', 'Orange (fruit) | orange tree'), ('Orange juice', 'instance of', 'Extract | squeezing oranges. Commercial orange juice with a long shelf life')]","[0.28999999165534973, 0.20999999344348907, 0.10000000149011612]"
orange,77,to,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is made by pasteurizing the juice and removing the oxygen from it. This removes much of the taste, necessitating the later addition of a flavor pack, generally made from orange products. Additionally, some juice is further processed by drying and later rehydrating the juice, or by concentrating the juice and later adding water to","[('Orange juice', 'instance of', '--NME-- | squeezing oranges. Commercial orange juice with a long shelf life')]","[('Orange juice', 'natural product of taxon', 'Orange (fruit) | orange tree'), ('Orange juice', 'found in taxon', 'Orange (fruit) | orange tree'), ('Orange juice', 'instance of', '--NME-- | squeezing oranges. Commercial orange juice with a long shelf life')]","[0.25999999046325684, 0.15000000596046448, 0.12999999523162842]"
orange,78,the,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is made by pasteurizing the juice and removing the oxygen from it. This removes much of the taste, necessitating the later addition of a flavor pack, generally made from orange products. Additionally, some juice is further processed by drying and later rehydrating the juice, or by concentrating the juice and later adding water to the","[('Oxygen | oxygen', 'part of', 'Water | water'), ('Water | water', 'natural product of taxon', '--NME-- | orange')]","[('Orange juice', 'found in taxon', '--NME-- | orange tree'), ('--NME-- | squeezing oranges', 'natural product of taxon', '--NME-- | orange tree'), ('Oxygen | oxygen', 'part of', 'Water | water'), ('Water | water', 'natural product of taxon', '--NME-- | orange')]","[0.23000000417232513, 0.20999999344348907, 0.11999999731779099, 0.15000000596046448]"
orange,80,The,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is made by pasteurizing the juice and removing the oxygen from it. This removes much of the taste, necessitating the later addition of a flavor pack, generally made from orange products. Additionally, some juice is further processed by drying and later rehydrating the juice, or by concentrating the juice and later adding water to the concentrate. The","[('Oxygen | oxygen', 'natural product of taxon', 'Orange (fruit) | orange tree')]","[('Orange juice', 'natural product of taxon', 'Orange (fruit) | orange tree'), ('Orange juice', 'found in taxon', 'Orange (fruit) | orange tree'), ('Orange juice', 'instance of', '--NME-- | squeezing oranges. Commercial orange juice with a long shelf life'), ('Oxygen | oxygen', 'natural product of taxon', 'Orange (fruit) | orange tree')]","[0.3100000023841858, 0.17000000178813934, 0.14000000059604645, 0.17000000178813934]"
orange,82,value,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is made by pasteurizing the juice and removing the oxygen from it. This removes much of the taste, necessitating the later addition of a flavor pack, generally made from orange products. Additionally, some juice is further processed by drying and later rehydrating the juice, or by concentrating the juice and later adding water to the concentrate. The health value","[('Orange juice', 'instance of', 'Overmedication | squeezing oranges. Commercial orange juice with a long shelf life')]","[('Orange juice', 'natural product of taxon', '--NME-- | orange tree'), ('Orange juice', 'found in taxon', '--NME-- | orange tree'), ('Orange juice', 'instance of', 'Overmedication | squeezing oranges. Commercial orange juice with a long shelf life')]","[0.1899999976158142, 0.3100000023841858, 0.11999999731779099]"
orange,84,orange,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is made by pasteurizing the juice and removing the oxygen from it. This removes much of the taste, necessitating the later addition of a flavor pack, generally made from orange products. Additionally, some juice is further processed by drying and later rehydrating the juice, or by concentrating the juice and later adding water to the concentrate. The health value of orange","[('Orange juice', 'instance of', 'Redox | squeezing oranges. Commercial orange juice with a long shelf life')]","[('Orange juice', 'natural product of taxon', 'Orange (fruit) | orange tree'), ('Orange juice', 'found in taxon', 'Orange (fruit) | orange tree'), ('Orange juice', 'instance of', 'Redox | squeezing oranges. Commercial orange juice with a long shelf life')]","[0.23999999463558197, 0.1599999964237213, 0.12999999523162842]"
orange,86,is,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is made by pasteurizing the juice and removing the oxygen from it. This removes much of the taste, necessitating the later addition of a flavor pack, generally made from orange products. Additionally, some juice is further processed by drying and later rehydrating the juice, or by concentrating the juice and later adding water to the concentrate. The health value of orange juice is","[('Orange juice | orange juice', 'found in taxon', '--NME-- | orange'), ('Orange juice | orange juice', 'natural product of taxon', '--NME-- | orange'), ('--NME-- | squeezing oranges', 'found in taxon', '--NME-- | orange tree'), ('Oxygen | oxygen', 'part of', '--NME-- | squeezing oranges')]","[('Orange juice', 'natural product of taxon', '--NME-- | orange tree'), ('Orange juice', 'found in taxon', '--NME-- | orange tree'), ('Orange juice', 'instance of', 'Overmedication | squeezing oranges. Commercial orange juice with a long shelf life'), ('--NME-- | squeezing oranges', 'natural product of taxon', '--NME-- | orange tree'), ('--NME-- | squeezing oranges', 'found in taxon', '--NME-- | orange tree'), ('Oxygen | oxygen', 'part of', '--NME-- | squeezing oranges'), ('Orange juice | orange juice', 'natural product of taxon', '--NME-- | orange'), ('Orange juice | orange juice', 'found in taxon', '--NME-- | orange')]","[0.2199999988079071, 0.27000001072883606, 0.10999999940395355, 0.2199999988079071, 0.11999999731779099, 0.20999999344348907, 0.5099999904632568, 0.4099999964237213]"
orange,91,high,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is made by pasteurizing the juice and removing the oxygen from it. This removes much of the taste, necessitating the later addition of a flavor pack, generally made from orange products. Additionally, some juice is further processed by drying and later rehydrating the juice, or by concentrating the juice and later adding water to the concentrate. The health value of orange juice is debatable: it has a high","[('Orange juice | it', 'natural product of taxon', '--NME-- | orange')]","[('Orange juice', 'natural product of taxon', '--NME-- | orange tree'), ('Orange juice', 'found in taxon', '--NME-- | orange tree'), ('Orange juice', 'instance of', 'Redox | squeezing oranges. Commercial orange juice with a long shelf life'), ('Orange juice | orange juice', 'natural product of taxon', '--NME-- | orange'), ('Orange juice | orange juice', 'found in taxon', '--NME-- | orange'), ('Orange juice | it', 'natural product of taxon', '--NME-- | orange')]","[0.20999999344348907, 0.20000000298023224, 0.10000000149011612, 0.4099999964237213, 0.14000000059604645, 0.38999998569488525]"
orange,92,concentration,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is made by pasteurizing the juice and removing the oxygen from it. This removes much of the taste, necessitating the later addition of a flavor pack, generally made from orange products. Additionally, some juice is further processed by drying and later rehydrating the juice, or by concentrating the juice and later adding water to the concentrate. The health value of orange juice is debatable: it has a high concentration","[('Orange juice | squeezing oranges', 'natural product of taxon', '--NME-- | orange tree'), ('Orange juice | squeezing oranges', 'found in taxon', '--NME-- | orange tree'), ('Orange juice | it', 'found in taxon', '--NME-- | orange'), ('Orange juice', 'subclass of', 'Orange juice | squeezing oranges')]","[('Orange juice', 'natural product of taxon', '--NME-- | orange tree'), ('Orange juice', 'found in taxon', '--NME-- | orange tree'), ('Orange juice', 'subclass of', 'Orange juice | squeezing oranges'), ('Orange juice | squeezing oranges', 'natural product of taxon', '--NME-- | orange tree'), ('Orange juice | squeezing oranges', 'found in taxon', '--NME-- | orange tree'), ('Orange juice | orange juice', 'natural product of taxon', '--NME-- | orange'), ('Orange juice | orange juice', 'found in taxon', '--NME-- | orange'), ('Orange juice | it', 'natural product of taxon', '--NME-- | orange'), ('Orange juice | it', 'found in taxon', '--NME-- | orange')]","[0.20999999344348907, 0.20000000298023224, 0.10999999940395355, 0.25, 0.10999999940395355, 0.3100000023841858, 0.2199999988079071, 0.33000001311302185, 0.10999999940395355]"
orange,94,vitamin,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is made by pasteurizing the juice and removing the oxygen from it. This removes much of the taste, necessitating the later addition of a flavor pack, generally made from orange products. Additionally, some juice is further processed by drying and later rehydrating the juice, or by concentrating the juice and later adding water to the concentrate. The health value of orange juice is debatable: it has a high concentration of vitamin","[('--NME-- | flavor pack', 'found in taxon', '--NME-- | orange')]","[('Orange juice', 'natural product of taxon', '--NME-- | orange tree'), ('Orange juice', 'found in taxon', '--NME-- | orange tree'), ('Orange juice', 'instance of', 'Redox | squeezing oranges. Commercial orange juice with a long shelf life'), ('--NME-- | flavor pack', 'found in taxon', '--NME-- | orange')]","[0.10999999940395355, 0.14000000059604645, 0.10999999940395355, 0.14000000059604645]"
orange,99,very,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is made by pasteurizing the juice and removing the oxygen from it. This removes much of the taste, necessitating the later addition of a flavor pack, generally made from orange products. Additionally, some juice is further processed by drying and later rehydrating the juice, or by concentrating the juice and later adding water to the concentrate. The health value of orange juice is debatable: it has a high concentration of vitamin C, but also a very","[('Orange juice', 'subclass of', '--NME-- | squeezing oranges')]","[('Orange juice', 'found in taxon', '--NME-- | orange tree'), ('Orange juice', 'subclass of', '--NME-- | squeezing oranges'), ('--NME-- | squeezing oranges', 'natural product of taxon', '--NME-- | orange tree'), ('Oxygen | oxygen', 'part of', '--NME-- | squeezing oranges'), ('--NME-- | flavor pack', 'found in taxon', '--NME-- | orange')]","[0.18000000715255737, 0.11999999731779099, 0.11999999731779099, 0.27000001072883606, 0.12999999523162842]"
orange,102,of,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is made by pasteurizing the juice and removing the oxygen from it. This removes much of the taste, necessitating the later addition of a flavor pack, generally made from orange products. Additionally, some juice is further processed by drying and later rehydrating the juice, or by concentrating the juice and later adding water to the concentrate. The health value of orange juice is debatable: it has a high concentration of vitamin C, but also a very high concentration of","[('Vitamin C | vitamin C', 'found in taxon', '--NME-- | orange')]","[('Orange juice', 'found in taxon', '--NME-- | orange tree'), ('Orange juice', 'instance of', 'Redox | squeezing oranges. Commercial orange juice with a long shelf life'), ('--NME-- | flavor pack', 'found in taxon', '--NME-- | orange'), ('Vitamin C | vitamin C', 'found in taxon', '--NME-- | orange')]","[0.17000000178813934, 0.10000000149011612, 0.12999999523162842, 0.25999999046325684]"
orange,103,simple,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is made by pasteurizing the juice and removing the oxygen from it. This removes much of the taste, necessitating the later addition of a flavor pack, generally made from orange products. Additionally, some juice is further processed by drying and later rehydrating the juice, or by concentrating the juice and later adding water to the concentrate. The health value of orange juice is debatable: it has a high concentration of vitamin C, but also a very high concentration of simple","[('--NME-- | orange products', 'part of', '--NME-- | orange')]","[('Orange juice', 'found in taxon', '--NME-- | orange tree'), ('Orange juice', 'instance of', 'Redox | squeezing oranges. Commercial orange juice with a long shelf life'), ('--NME-- | flavor pack', 'found in taxon', '--NME-- | orange'), ('--NME-- | orange products', 'part of', '--NME-- | orange')]","[0.18000000715255737, 0.10000000149011612, 0.12999999523162842, 0.10000000149011612]"
orange,108,drinks.,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is made by pasteurizing the juice and removing the oxygen from it. This removes much of the taste, necessitating the later addition of a flavor pack, generally made from orange products. Additionally, some juice is further processed by drying and later rehydrating the juice, or by concentrating the juice and later adding water to the concentrate. The health value of orange juice is debatable: it has a high concentration of vitamin C, but also a very high concentration of simple sugars, comparable to soft drinks.","[('Sugar | sugars', 'part of', 'Orange soft drink | soft drinks')]","[('Orange juice', 'found in taxon', '--NME-- | orange tree'), ('Orange juice', 'instance of', '--NME-- | squeezing oranges. Commercial orange juice with a long shelf life'), ('--NME-- | squeezing oranges', 'natural product of taxon', '--NME-- | orange tree'), ('--NME-- | flavor pack', 'found in taxon', '--NME-- | orange'), ('Vitamin C | vitamin C', 'found in taxon', '--NME-- | orange'), ('Sugar | sugars', 'part of', 'Orange soft drink | soft drinks')]","[0.14000000059604645, 0.12999999523162842, 0.20999999344348907, 0.10999999940395355, 0.33000001311302185, 0.12999999523162842]"
orange,109,As,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges. Commercial orange juice with a long shelf life is made by pasteurizing the juice and removing the oxygen from it. This removes much of the taste, necessitating the later addition of a flavor pack, generally made from orange products. Additionally, some juice is further processed by drying and later rehydrating the juice, or by concentrating the juice and later adding water to the concentrate. The health value of orange juice is debatable: it has a high concentration of vitamin C, but also a very high concentration of simple sugars, comparable to soft drinks. As","[('--NME-- | flavor pack', 'has cause', 'Pasteurization | pasteurizing'), ('Redox | squeezing oranges. Commercial orange juice with a long shelf life', 'has cause', 'Pasteurization | pasteurizing'), ('--NME-- | flavor pack', 'has cause', 'Redox | squeezing oranges. Commercial orange juice with a long shelf life')]","[('Orange juice', 'found in taxon', '--NME-- | orange tree'), ('Orange juice', 'instance of', 'Redox | squeezing oranges. Commercial orange juice with a long shelf life'), ('--NME-- | squeezing oranges', 'natural product of taxon', '--NME-- | orange tree'), ('Redox | squeezing oranges. Commercial orange juice with a long shelf life', 'has cause', 'Pasteurization | pasteurizing'), ('--NME-- | flavor pack', 'has cause', 'Redox | squeezing oranges. Commercial orange juice with a long shelf life'), ('--NME-- | flavor pack', 'has cause', 'Pasteurization | pasteurizing'), ('--NME-- | flavor pack', 'found in taxon', '--NME-- | orange'), ('--NME-- | orange products', 'part of', '--NME-- | orange'), ('Vitamin C | vitamin C', 'found in taxon', '--NME-- | orange'), ('Sugar | sugars', 'part of', 'Orange soft drink | soft drinks')]","[0.1899999976158142, 0.14000000059604645, 0.17000000178813934, 0.14000000059604645, 0.11999999731779099, 0.11999999731779099, 0.10000000149011612, 0.11999999731779099, 0.3499999940395355, 0.10999999940395355]"
