text_type,output_step,current_word,current_text,dropped_triplets,total_triplets,triplet_scores
wed,78,WED,"World Environment Day (WED) is celebrated on the fifth of June every year and is the United Nation's principal vehicle for encouraging awareness and action for the protection of the environment. First held in 1974, it has been a flagship campaign for raising awareness on emerging environmental issues from marine pollution, human overpopulation, and global warming. WED has grown to become a global platform for public outreach, with participation from over one hundred countries annually. Each year, WED","[('United Nations | United Nation', 'significant event', 'World Environment Day | WED'), ('Climate change | global warming', 'statement is subject of', 'World Environment Day | WED')]","[('Human overpopulation | human overpopulation', 'statement is subject of', 'World Environment Day'), ('Climate change | global warming', 'statement is subject of', 'World Environment Day'), ('World Environment Day | WED', 'instance of', 'World Environment Day | WED')]","[0.1899999976158142, 0.3100000023841858, 0.11999999731779099]"
wed,79,chooses,"World Environment Day (WED) is celebrated on the fifth of June every year and is the United Nation's principal vehicle for encouraging awareness and action for the protection of the environment. First held in 1974, it has been a flagship campaign for raising awareness on emerging environmental issues from marine pollution, human overpopulation, and global warming. WED has grown to become a global platform for public outreach, with participation from over one hundred countries annually. Each year, WED chooses","[('World Environment Day | WED', 'instance of', 'World Environment Day | WED'), ('Human overpopulation | human overpopulation', 'statement is subject of', 'World Environment Day')]","[('Climate change | global warming', 'statement is subject of', 'World Environment Day'), ('--NME-- | WED', 'instance of', '--NME-- | WED')]","[0.20000000298023224, 0.23000000417232513]"
wed,81,new,"World Environment Day (WED) is celebrated on the fifth of June every year and is the United Nation's principal vehicle for encouraging awareness and action for the protection of the environment. First held in 1974, it has been a flagship campaign for raising awareness on emerging environmental issues from marine pollution, human overpopulation, and global warming. WED has grown to become a global platform for public outreach, with participation from over one hundred countries annually. Each year, WED chooses a new","[('--NME-- | WED', 'instance of', '--NME-- | WED')]","[('Human overpopulation | human overpopulation', 'statement is subject of', 'World Environment Day'), ('Climate change | global warming', 'statement is subject of', 'World Environment Day'), ('Climate change | global warming', 'statement is subject of', 'World Environment Day | WED'), ('World Environment Day | WED', 'instance of', 'World Environment Day | WED')]","[0.1599999964237213, 0.4099999964237213, 0.27000001072883606, 0.20000000298023224]"
wed,82,theme,"World Environment Day (WED) is celebrated on the fifth of June every year and is the United Nation's principal vehicle for encouraging awareness and action for the protection of the environment. First held in 1974, it has been a flagship campaign for raising awareness on emerging environmental issues from marine pollution, human overpopulation, and global warming. WED has grown to become a global platform for public outreach, with participation from over one hundred countries annually. Each year, WED chooses a new theme","[('Climate change | global warming', 'statement is subject of', 'World Environment Day | WED')]","[('Human overpopulation | human overpopulation', 'statement is subject of', 'World Environment Day'), ('Climate change | global warming', 'statement is subject of', 'World Environment Day'), ('World Environment Day | WED', 'instance of', 'World Environment Day | WED')]","[0.10999999940395355, 0.27000001072883606, 0.3100000023841858]"
wed,83,that,"World Environment Day (WED) is celebrated on the fifth of June every year and is the United Nation's principal vehicle for encouraging awareness and action for the protection of the environment. First held in 1974, it has been a flagship campaign for raising awareness on emerging environmental issues from marine pollution, human overpopulation, and global warming. WED has grown to become a global platform for public outreach, with participation from over one hundred countries annually. Each year, WED chooses a new theme that","[('World Environment Day | WED', 'instance of', 'World Environment Day | WED')]","[('Human overpopulation | human overpopulation', 'statement is subject of', 'World Environment Day'), ('Climate change | global warming', 'statement is subject of', 'World Environment Day'), ('--NME-- | WED', 'instance of', '--NME-- | WED')]","[0.10000000149011612, 0.25999999046325684, 0.3400000035762787]"
wed,85,"corporations,","World Environment Day (WED) is celebrated on the fifth of June every year and is the United Nation's principal vehicle for encouraging awareness and action for the protection of the environment. First held in 1974, it has been a flagship campaign for raising awareness on emerging environmental issues from marine pollution, human overpopulation, and global warming. WED has grown to become a global platform for public outreach, with participation from over one hundred countries annually. Each year, WED chooses a new theme that major corporations,","[('--NME-- | WED', 'instance of', '--NME-- | WED')]","[('Human overpopulation | human overpopulation', 'statement is subject of', 'World Environment Day'), ('Climate change | global warming', 'statement is subject of', 'World Environment Day'), ('World Environment Day | WED', 'instance of', 'World Environment Day | WED')]","[0.12999999523162842, 0.3199999928474426, 0.27000001072883606]"
wed,86,non-governmental,"World Environment Day (WED) is celebrated on the fifth of June every year and is the United Nation's principal vehicle for encouraging awareness and action for the protection of the environment. First held in 1974, it has been a flagship campaign for raising awareness on emerging environmental issues from marine pollution, human overpopulation, and global warming. WED has grown to become a global platform for public outreach, with participation from over one hundred countries annually. Each year, WED chooses a new theme that major corporations, non-governmental","[('World Environment Day | WED', 'instance of', 'World Environment Day | WED')]","[('Human overpopulation | human overpopulation', 'statement is subject of', 'World Environment Day'), ('Climate change | global warming', 'statement is subject of', 'World Environment Day'), ('Climate change | global warming', 'statement is subject of', 'World Environment Day | WED'), ('--NME-- | WED', 'instance of', '--NME-- | WED')]","[0.14000000059604645, 0.3100000023841858, 0.20000000298023224, 0.20999999344348907]"
wed,89,governments,"World Environment Day (WED) is celebrated on the fifth of June every year and is the United Nation's principal vehicle for encouraging awareness and action for the protection of the environment. First held in 1974, it has been a flagship campaign for raising awareness on emerging environmental issues from marine pollution, human overpopulation, and global warming. WED has grown to become a global platform for public outreach, with participation from over one hundred countries annually. Each year, WED chooses a new theme that major corporations, non-governmental organizations, communities, governments","[('--NME-- | non-governmental organizations', 'part of', 'United Nations | United Nation'), ('United Nations | United Nation', 'statement is subject of', 'World Environment Day')]","[('--NME-- | marine pollution', 'statement is subject of', 'World Environment Day'), ('Human overpopulation | human overpopulation', 'statement is subject of', 'World Environment Day'), ('Climate change | global warming', 'statement is subject of', 'World Environment Day'), ('Climate change | global warming', 'statement is subject of', 'World Environment Day | WED'), ('--NME-- | WED', 'instance of', '--NME-- | WED')]","[0.12999999523162842, 0.1899999976158142, 0.5799999833106995, 0.3799999952316284, 0.2199999988079071]"
wed,94,to,"World Environment Day (WED) is celebrated on the fifth of June every year and is the United Nation's principal vehicle for encouraging awareness and action for the protection of the environment. First held in 1974, it has been a flagship campaign for raising awareness on emerging environmental issues from marine pollution, human overpopulation, and global warming. WED has grown to become a global platform for public outreach, with participation from over one hundred countries annually. Each year, WED chooses a new theme that major corporations, non-governmental organizations, communities, governments and celebrities worldwide adopt to","[('--NME-- | WED', 'instance of', '--NME-- | WED')]","[('--NME-- | marine pollution', 'statement is subject of', 'World Environment Day'), ('--NME-- | marine pollution', 'statement is subject of', 'World Environment Day | WED'), ('Human overpopulation | human overpopulation', 'statement is subject of', 'World Environment Day'), ('Human overpopulation | human overpopulation', 'statement is subject of', 'World Environment Day | WED'), ('Climate change | global warming', 'statement is subject of', 'World Environment Day'), ('Climate change | global warming', 'statement is subject of', 'World Environment Day | WED'), ('World Environment Day | WED', 'instance of', 'World Environment Day | WED'), ('--NME-- | non-governmental organizations', 'part of', 'United Nations | United Nation')]","[0.1599999964237213, 0.11999999731779099, 0.20000000298023224, 0.10999999940395355, 0.6499999761581421, 0.5199999809265137, 0.15000000596046448, 0.11999999731779099]"
wed,98,For,"World Environment Day (WED) is celebrated on the fifth of June every year and is the United Nation's principal vehicle for encouraging awareness and action for the protection of the environment. First held in 1974, it has been a flagship campaign for raising awareness on emerging environmental issues from marine pollution, human overpopulation, and global warming. WED has grown to become a global platform for public outreach, with participation from over one hundred countries annually. Each year, WED chooses a new theme that major corporations, non-governmental organizations, communities, governments and celebrities worldwide adopt to advocate environmental causes. For","[('United Nations | United Nation', 'statement is subject of', 'World Environment Day | WED'), ('United Nations | United Nation', 'statement is subject of', 'World Environment Day')]","[('--NME-- | marine pollution', 'statement is subject of', 'World Environment Day'), ('--NME-- | marine pollution', 'statement is subject of', 'World Environment Day | WED'), ('Human overpopulation | human overpopulation', 'statement is subject of', 'World Environment Day'), ('Human overpopulation | human overpopulation', 'statement is subject of', 'World Environment Day | WED'), ('Climate change | global warming', 'statement is subject of', 'World Environment Day'), ('Climate change | global warming', 'statement is subject of', 'World Environment Day | WED'), ('World Environment Day | WED', 'instance of', 'World Environment Day | WED'), ('--NME-- | non-governmental organizations', 'part of', 'United Nations | United Nation'), ('--NME-- | governments', 'part of', 'United Nations | United Nation')]","[0.20000000298023224, 0.14000000059604645, 0.25, 0.15000000596046448, 0.7099999785423279, 0.5799999833106995, 0.10999999940395355, 0.15000000596046448, 0.20000000298023224]"
wed,99,"example,","World Environment Day (WED) is celebrated on the fifth of June every year and is the United Nation's principal vehicle for encouraging awareness and action for the protection of the environment. First held in 1974, it has been a flagship campaign for raising awareness on emerging environmental issues from marine pollution, human overpopulation, and global warming. WED has grown to become a global platform for public outreach, with participation from over one hundred countries annually. Each year, WED chooses a new theme that major corporations, non-governmental organizations, communities, governments and celebrities worldwide adopt to advocate environmental causes. For example,","[('--NME-- | governments', 'part of', 'United Nations | United Nation'), ('World Environment Day | WED', 'instance of', 'World Environment Day | WED')]","[('United Nations | United Nation', 'statement is subject of', 'World Environment Day'), ('--NME-- | marine pollution', 'statement is subject of', 'World Environment Day'), ('--NME-- | marine pollution', 'statement is subject of', 'World Environment Day | WED'), ('Human overpopulation | human overpopulation', 'statement is subject of', 'World Environment Day'), ('Human overpopulation | human overpopulation', 'statement is subject of', 'World Environment Day | WED'), ('Climate change | global warming', 'statement is subject of', 'World Environment Day'), ('Climate change | global warming', 'statement is subject of', 'World Environment Day | WED'), ('--NME-- | WED', 'instance of', '--NME-- | WED'), ('--NME-- | non-governmental organizations', 'part of', 'United Nations | United Nation')]","[0.10000000149011612, 0.1599999964237213, 0.10999999940395355, 0.2199999988079071, 0.12999999523162842, 0.6800000071525574, 0.5199999809265137, 0.11999999731779099, 0.14000000059604645]"
wed,100,the,"World Environment Day (WED) is celebrated on the fifth of June every year and is the United Nation's principal vehicle for encouraging awareness and action for the protection of the environment. First held in 1974, it has been a flagship campaign for raising awareness on emerging environmental issues from marine pollution, human overpopulation, and global warming. WED has grown to become a global platform for public outreach, with participation from over one hundred countries annually. Each year, WED chooses a new theme that major corporations, non-governmental organizations, communities, governments and celebrities worldwide adopt to advocate environmental causes. For example, the","[('United Nations | United Nation', 'statement is subject of', 'World Environment Day')]","[('--NME-- | marine pollution', 'statement is subject of', 'World Environment Day'), ('--NME-- | marine pollution', 'statement is subject of', 'World Environment Day | WED'), ('Human overpopulation | human overpopulation', 'statement is subject of', 'World Environment Day'), ('Human overpopulation | human overpopulation', 'statement is subject of', 'World Environment Day | WED'), ('Climate change | global warming', 'statement is subject of', 'World Environment Day'), ('Climate change | global warming', 'statement is subject of', 'World Environment Day | WED'), ('--NME-- | WED', 'instance of', '--NME-- | WED'), ('--NME-- | non-governmental organizations', 'part of', 'United Nations | United Nation')]","[0.1599999964237213, 0.11999999731779099, 0.2199999988079071, 0.12999999523162842, 0.6700000166893005, 0.5199999809265137, 0.11999999731779099, 0.12999999523162842]"
wed,102,for,"World Environment Day (WED) is celebrated on the fifth of June every year and is the United Nation's principal vehicle for encouraging awareness and action for the protection of the environment. First held in 1974, it has been a flagship campaign for raising awareness on emerging environmental issues from marine pollution, human overpopulation, and global warming. WED has grown to become a global platform for public outreach, with participation from over one hundred countries annually. Each year, WED chooses a new theme that major corporations, non-governmental organizations, communities, governments and celebrities worldwide adopt to advocate environmental causes. For example, the theme for","[('United Nations | United Nation', 'significant event', 'World Environment Day | WED')]","[('--NME-- | marine pollution', 'statement is subject of', 'World Environment Day'), ('--NME-- | marine pollution', 'statement is subject of', 'World Environment Day | WED'), ('Human overpopulation | human overpopulation', 'statement is subject of', 'World Environment Day'), ('Human overpopulation | human overpopulation', 'statement is subject of', 'World Environment Day | WED'), ('Climate change | global warming', 'statement is subject of', 'World Environment Day'), ('Climate change | global warming', 'statement is subject of', 'World Environment Day | WED'), ('--NME-- | WED', 'instance of', '--NME-- | WED'), ('--NME-- | non-governmental organizations', 'part of', 'United Nations | United Nation')]","[0.1599999964237213, 0.11999999731779099, 0.20000000298023224, 0.12999999523162842, 0.5699999928474426, 0.41999998688697815, 0.11999999731779099, 0.10999999940395355]"
wed,104,is,"World Environment Day (WED) is celebrated on the fifth of June every year and is the United Nation's principal vehicle for encouraging awareness and action for the protection of the environment. First held in 1974, it has been a flagship campaign for raising awareness on emerging environmental issues from marine pollution, human overpopulation, and global warming. WED has grown to become a global platform for public outreach, with participation from over one hundred countries annually. Each year, WED chooses a new theme that major corporations, non-governmental organizations, communities, governments and celebrities worldwide adopt to advocate environmental causes. For example, the theme for 2018 is","[('--NME-- | WED', 'instance of', '--NME-- | WED'), ('United Nations | United Nation', 'statement is subject of', 'World Environment Day')]","[('--NME-- | marine pollution', 'statement is subject of', 'World Environment Day'), ('--NME-- | marine pollution', 'statement is subject of', 'World Environment Day | WED'), ('--NME-- | marine pollution', 'facet of', 'Climate change | global warming'), ('Human overpopulation | human overpopulation', 'statement is subject of', 'World Environment Day'), ('Human overpopulation | human overpopulation', 'statement is subject of', 'World Environment Day | WED'), ('Human overpopulation | human overpopulation', 'facet of', 'Climate change | global warming'), ('Climate change | global warming', 'statement is subject of', 'World Environment Day'), ('Climate change | global warming', 'statement is subject of', 'World Environment Day | WED'), ('--NME-- | non-governmental organizations', 'part of', 'United Nations | United Nation'), ('--NME-- | governments', 'part of', 'United Nations | United Nation')]","[0.1599999964237213, 0.10999999940395355, 0.17000000178813934, 0.1899999976158142, 0.10000000149011612, 0.10000000149011612, 0.8100000023841858, 0.7400000095367432, 0.10000000149011612, 0.14000000059604645]"
wed,105,Beat,"World Environment Day (WED) is celebrated on the fifth of June every year and is the United Nation's principal vehicle for encouraging awareness and action for the protection of the environment. First held in 1974, it has been a flagship campaign for raising awareness on emerging environmental issues from marine pollution, human overpopulation, and global warming. WED has grown to become a global platform for public outreach, with participation from over one hundred countries annually. Each year, WED chooses a new theme that major corporations, non-governmental organizations, communities, governments and celebrities worldwide adopt to advocate environmental causes. For example, the theme for 2018 is Beat","[('--NME-- | non-governmental organizations', 'part of', 'United Nations | United Nation')]","[('United Nations | United Nation', 'statement is subject of', 'World Environment Day'), ('--NME-- | marine pollution', 'statement is subject of', 'World Environment Day'), ('--NME-- | marine pollution', 'statement is subject of', 'World Environment Day | WED'), ('--NME-- | marine pollution', 'facet of', 'Climate change | global warming'), ('Human overpopulation | human overpopulation', 'statement is subject of', 'World Environment Day'), ('Human overpopulation | human overpopulation', 'statement is subject of', 'World Environment Day | WED'), ('Human overpopulation | human overpopulation', 'facet of', 'Climate change | global warming'), ('Climate change | global warming', 'statement is subject of', 'World Environment Day'), ('Climate change | global warming', 'statement is subject of', 'World Environment Day | WED'), ('--NME-- | governments', 'part of', 'United Nations | United Nation')]","[0.11999999731779099, 0.17000000178813934, 0.15000000596046448, 0.14000000059604645, 0.23000000417232513, 0.17000000178813934, 0.14000000059604645, 0.7799999713897705, 0.699999988079071, 0.1599999964237213]"
wed,106,Plastic,"World Environment Day (WED) is celebrated on the fifth of June every year and is the United Nation's principal vehicle for encouraging awareness and action for the protection of the environment. First held in 1974, it has been a flagship campaign for raising awareness on emerging environmental issues from marine pollution, human overpopulation, and global warming. WED has grown to become a global platform for public outreach, with participation from over one hundred countries annually. Each year, WED chooses a new theme that major corporations, non-governmental organizations, communities, governments and celebrities worldwide adopt to advocate environmental causes. For example, the theme for 2018 is Beat Plastic","[('Human overpopulation | human overpopulation', 'statement is subject of', 'World Environment Day | WED'), ('Human overpopulation | human overpopulation', 'facet of', 'Climate change | global warming'), ('--NME-- | marine pollution', 'facet of', 'Climate change | global warming'), ('--NME-- | marine pollution', 'statement is subject of', 'World Environment Day'), ('--NME-- | marine pollution', 'statement is subject of', 'World Environment Day | WED')]","[('United Nations | United Nation', 'statement is subject of', 'World Environment Day'), ('Plastic pollution | marine pollution', 'statement is subject of', 'World Environment Day'), ('Plastic pollution | marine pollution', 'statement is subject of', 'World Environment Day | WED'), ('Human overpopulation | human overpopulation', 'statement is subject of', 'World Environment Day'), ('Climate change | global warming', 'statement is subject of', 'World Environment Day'), ('Climate change | global warming', 'statement is subject of', 'World Environment Day | WED'), ('--NME-- | non-governmental organizations', 'part of', 'United Nations | United Nation'), ('--NME-- | governments', 'part of', 'United Nations | United Nation')]","[0.17000000178813934, 0.23000000417232513, 0.17000000178813934, 0.18000000715255737, 0.7900000214576721, 0.699999988079071, 0.12999999523162842, 0.17000000178813934]"
wed,108,The,"World Environment Day (WED) is celebrated on the fifth of June every year and is the United Nation's principal vehicle for encouraging awareness and action for the protection of the environment. First held in 1974, it has been a flagship campaign for raising awareness on emerging environmental issues from marine pollution, human overpopulation, and global warming. WED has grown to become a global platform for public outreach, with participation from over one hundred countries annually. Each year, WED chooses a new theme that major corporations, non-governmental organizations, communities, governments and celebrities worldwide adopt to advocate environmental causes. For example, the theme for 2018 is Beat Plastic Pollution. The","[('Human overpopulation | human overpopulation', 'facet of', 'Climate change | global warming'), ('United Nations | United Nation', 'statement is subject of', 'World Environment Day | WED')]","[('United Nations | United Nation', 'statement is subject of', 'World Environment Day'), ('Plastic pollution | marine pollution', 'statement is subject of', 'World Environment Day'), ('Plastic pollution | marine pollution', 'statement is subject of', 'World Environment Day | WED'), ('Plastic pollution | marine pollution', 'facet of', 'Climate change | global warming'), ('Human overpopulation | human overpopulation', 'statement is subject of', 'World Environment Day'), ('Human overpopulation | human overpopulation', 'statement is subject of', 'World Environment Day | WED'), ('Overpopulation | overpopulation', 'subclass of', 'Human overpopulation | human overpopulation'), ('Climate change | global warming', 'statement is subject of', 'World Environment Day'), ('Climate change | global warming', 'statement is subject of', 'World Environment Day | WED'), ('--NME-- | non-governmental organizations', 'part of', 'United Nations | United Nation'), ('--NME-- | governments', 'part of', 'United Nations | United Nation')]","[0.14000000059604645, 0.23999999463558197, 0.25999999046325684, 0.10999999940395355, 0.14000000059604645, 0.10000000149011612, 0.18000000715255737, 0.800000011920929, 0.7400000095367432, 0.11999999731779099, 0.20999999344348907]"
wed,109,goal,"World Environment Day (WED) is celebrated on the fifth of June every year and is the United Nation's principal vehicle for encouraging awareness and action for the protection of the environment. First held in 1974, it has been a flagship campaign for raising awareness on emerging environmental issues from marine pollution, human overpopulation, and global warming. WED has grown to become a global platform for public outreach, with participation from over one hundred countries annually. Each year, WED chooses a new theme that major corporations, non-governmental organizations, communities, governments and celebrities worldwide adopt to advocate environmental causes. For example, the theme for 2018 is Beat Plastic Pollution. The goal","[('Plastic pollution | marine pollution', 'facet of', 'Climate change | global warming'), ('Overpopulation | overpopulation', 'subclass of', 'Human overpopulation | human overpopulation')]","[('United Nations | United Nation', 'statement is subject of', 'World Environment Day'), ('United Nations | United Nation', 'statement is subject of', 'World Environment Day | WED'), ('Plastic pollution | marine pollution', 'statement is subject of', 'World Environment Day'), ('Plastic pollution | marine pollution', 'statement is subject of', 'World Environment Day | WED'), ('Human overpopulation | human overpopulation', 'statement is subject of', 'World Environment Day'), ('Human overpopulation | human overpopulation', 'statement is subject of', 'World Environment Day | WED'), ('Climate change | global warming', 'statement is subject of', 'World Environment Day'), ('Climate change | global warming', 'statement is subject of', 'World Environment Day | WED'), ('--NME-- | non-governmental organizations', 'part of', 'United Nations | United Nation'), ('--NME-- | governments', 'part of', 'United Nations | United Nation')]","[0.15000000596046448, 0.10000000149011612, 0.23000000417232513, 0.25999999046325684, 0.1599999964237213, 0.14000000059604645, 0.75, 0.7300000190734863, 0.15000000596046448, 0.2199999988079071]"
